Reading;Sample;;Start Time;Duration;Max Time;Max;;Average;;Min Time;Min;;Description;Stop Time
3283;0,2523;A AC;19.01.22 9:27:55,5;0:00:03,6;19.01.22 9:27:57,9;0,3868;A AC;0,257236111111111;A AC;19.01.22 9:27:58,4;0,1384;A AC;Unstable;19.01.22 9:27:59,1
3284;0,2324;A AC;19.01.22 9:27:59,1;0:00:01,4;19.01.22 9:28:00,0;0,2534;A AC;0,236664285714286;A AC;19.01.22 9:27:59,8;0,2219;A AC;Interval;19.01.22 9:28:00,5
3285;0,2221;A AC;19.01.22 9:28:00,5;0:00:01,9;19.01.22 9:28:01,1;0,3846;A AC;0,262963157894737;A AC;19.01.22 9:28:01,7;0,1438;A AC;Unstable;19.01.22 9:28:02,4
3286;0,2315;A AC;19.01.22 9:28:02,4;0:00:01,5;19.01.22 9:28:03,3;0,2527;A AC;0,235993333333333;A AC;19.01.22 9:28:03,8;0,2216;A AC;Stable;19.01.22 9:28:03,9
3287;0,2105;A AC;19.01.22 9:28:03,9;0:00:01,5;19.01.22 9:28:04,4;0,386;A AC;0,26752;A AC;19.01.22 9:28:04,9;0,143;A AC;Unstable;19.01.22 9:28:05,4
3288;0,2535;A AC;19.01.22 9:28:05,4;0:00:00,1;19.01.22 9:28:05,4;0,2535;A AC;0,2535;A AC;19.01.22 9:28:05,4;0,2535;A AC;Interval;19.01.22 9:28:05,5
3289;0,2517;A AC;19.01.22 9:28:05,5;0:00:04,4;19.01.22 9:28:07,7;0,3845;A AC;0,249456818181818;A AC;19.01.22 9:28:08,2;0,1436;A AC;Unstable;19.01.22 9:28:09,9
3290;0,2219;A AC;19.01.22 9:28:09,9;0:00:00,5;19.01.22 9:28:10,1;0,2271;A AC;0,223;A AC;19.01.22 9:28:10,0;0,2198;A AC;Interval;19.01.22 9:28:10,4
3291;0,231;A AC;19.01.22 9:28:10,4;0:00:00,5;19.01.22 9:28:10,5;0,2372;A AC;0,22634;A AC;19.01.22 9:28:10,9;0,2165;A AC;Unstable;19.01.22 9:28:11,0
3292;0,2157;A AC;19.01.22 9:28:11,0;0:00:04,5;19.01.22 9:28:11,9;0,2204;A AC;0,214124444444444;A AC;19.01.22 9:28:11,5;0,2112;A AC;Interval;19.01.22 9:28:15,5
3293;0,2115;A AC;19.01.22 9:28:15,5;0:00:05,0;19.01.22 9:28:16,6;0,2173;A AC;0,213032;A AC;19.01.22 9:28:19,2;0,2106;A AC;Interval;19.01.22 9:28:20,5
3294;0,2119;A AC;19.01.22 9:28:20,5;0:00:03,4;19.01.22 9:28:22,0;0,2548;A AC;0,219132352941177;A AC;19.01.22 9:28:21,5;0,1333;A AC;Unstable;19.01.22 9:28:23,9
3295;0,2566;A AC;19.01.22 9:28:23,9;0:00:01,5;19.01.22 9:28:24,2;0,2768;A AC;0,27166;A AC;19.01.22 9:28:23,9;0,2566;A AC;Interval;19.01.22 9:28:25,4
3296;0,2699;A AC;19.01.22 9:28:25,4;0:00:02,6;19.01.22 9:28:27,3;0,2735;A AC;0,270030769230769;A AC;19.01.22 9:28:27,9;0,2557;A AC;Stable;19.01.22 9:28:28,0
3297;0,2288;A AC;19.01.22 9:28:28,0;0:00:01,3;19.01.22 9:28:29,2;0,2539;A AC;0,208815384615385;A AC;19.01.22 9:28:28,7;0,1368;A AC;Unstable;19.01.22 9:28:29,4
3298;0,2312;A AC;19.01.22 9:28:29,4;0:00:01,1;19.01.22 9:28:30,3;0,2529;A AC;0,2377;A AC;19.01.22 9:28:30,1;0,2225;A AC;Interval;19.01.22 9:28:30,5
3299;0,2346;A AC;19.01.22 9:28:30,5;0:00:00,9;19.01.22 9:28:31,3;0,3382;A AC;0,264;A AC;19.01.22 9:28:30,9;0,2048;A AC;Unstable;19.01.22 9:28:31,4
3300;0,3476;A AC;19.01.22 9:28:31,4;0:00:01,4;19.01.22 9:28:31,8;0,3521;A AC;0,345771428571429;A AC;19.01.22 9:28:32,7;0,3324;A AC;Stable;19.01.22 9:28:32,8
3301;0,3028;A AC;19.01.22 9:28:32,8;0:00:02,5;19.01.22 9:28:32,8;0,3028;A AC;0,228516;A AC;19.01.22 9:28:33,2;0,1409;A AC;Unstable;19.01.22 9:28:35,3
3302;0,2287;A AC;19.01.22 9:28:35,3;0:00:00,2;19.01.22 9:28:35,3;0,2287;A AC;0,2251;A AC;19.01.22 9:28:35,4;0,2215;A AC;Interval;19.01.22 9:28:35,5
3303;0,2111;A AC;19.01.22 9:28:35,5;0:00:02,4;19.01.22 9:28:36,4;0,3785;A AC;0,2833375;A AC;19.01.22 9:28:37,2;0,1371;A AC;Unstable;19.01.22 9:28:37,9
3304;0,2363;A AC;19.01.22 9:28:37,9;0:00:01,0;19.01.22 9:28:38,8;0,2504;A AC;0,23033;A AC;19.01.22 9:28:38,2;0,2157;A AC;Stable;19.01.22 9:28:38,9
3305;0,2521;A AC;19.01.22 9:28:38,9;0:00:01,5;19.01.22 9:28:40,0;0,3918;A AC;0,305793333333333;A AC;19.01.22 9:28:39,4;0,2209;A AC;Unstable;19.01.22 9:28:40,4
3306;0,2764;A AC;19.01.22 9:28:40,4;0:00:00,1;19.01.22 9:28:40,4;0,2764;A AC;0,2764;A AC;19.01.22 9:28:40,4;0,2764;A AC;Interval;19.01.22 9:28:40,5
3307;0,2393;A AC;19.01.22 9:28:40,5;0:00:01,1;19.01.22 9:28:41,3;0,2537;A AC;0,203418181818182;A AC;19.01.22 9:28:40,8;0,1275;A AC;Unstable;19.01.22 9:28:41,6
3308;0,2299;A AC;19.01.22 9:28:41,6;0:00:01,5;19.01.22 9:28:42,4;0,2503;A AC;0,23414;A AC;19.01.22 9:28:43,0;0,2216;A AC;Stable;19.01.22 9:28:43,1
3309;0,2115;A AC;19.01.22 9:28:43,1;0:00:01,9;19.01.22 9:28:43,6;0,3881;A AC;0,264878947368421;A AC;19.01.22 9:28:44,3;0,1351;A AC;Unstable;19.01.22 9:28:45,1
3310;0,2342;A AC;19.01.22 9:28:45,1;0:00:00,4;19.01.22 9:28:45,3;0,248;A AC;0,2361;A AC;19.01.22 9:28:45,4;0,2287;A AC;Interval;19.01.22 9:28:45,5
3311;0,2398;A AC;19.01.22 9:28:45,5;0:00:03,3;19.01.22 9:28:47,2;0,3888;A AC;0,252306060606061;A AC;19.01.22 9:28:47,8;0,1383;A AC;Unstable;19.01.22 9:28:48,8
3312;0,2329;A AC;19.01.22 9:28:48,8;0:00:01,3;19.01.22 9:28:49,4;0,254;A AC;0,233869230769231;A AC;19.01.22 9:28:49,2;0,221;A AC;Stable;19.01.22 9:28:50,1
3313;0,2668;A AC;19.01.22 9:28:50,1;0:00:00,3;19.01.22 9:28:50,3;0,3622;A AC;0,318766666666667;A AC;19.01.22 9:28:50,1;0,2668;A AC;Unstable;19.01.22 9:28:50,4
3314;0,3814;A AC;19.01.22 9:28:50,4;0:00:00,1;19.01.22 9:28:50,4;0,3814;A AC;0,3814;A AC;19.01.22 9:28:50,4;0,3814;A AC;Interval;19.01.22 9:28:50,5
3315;0,387;A AC;19.01.22 9:28:50,5;0:00:01,3;19.01.22 9:28:50,5;0,387;A AC;0,247476923076923;A AC;19.01.22 9:28:51,1;0,1445;A AC;Unstable;19.01.22 9:28:51,8
3316;0,233;A AC;19.01.22 9:28:51,8;0:00:01,6;19.01.22 9:28:52,7;0,2519;A AC;0,2344125;A AC;19.01.22 9:28:53,2;0,2207;A AC;Stable;19.01.22 9:28:53,4
3317;0,2851;A AC;19.01.22 9:28:53,4;0:00:01,7;19.01.22 9:28:53,9;0,388;A AC;0,270723529411765;A AC;19.01.22 9:28:54,4;0,1455;A AC;Unstable;19.01.22 9:28:55,1
3318;0,2308;A AC;19.01.22 9:28:55,1;0:00:00,4;19.01.22 9:28:55,2;0,2406;A AC;0,23545;A AC;19.01.22 9:28:55,1;0,2308;A AC;Interval;19.01.22 9:28:55,5
3319;0,2389;A AC;19.01.22 9:28:55,5;0:00:04,7;19.01.22 9:28:57,1;0,3902;A AC;0,250225531914894;A AC;19.01.22 9:28:57,6;0,1351;A AC;Unstable;19.01.22 9:29:00,2
3320;0,3835;A AC;19.01.22 9:29:00,2;0:00:00,2;19.01.22 9:29:00,3;0,388;A AC;0,38575;A AC;19.01.22 9:29:00,2;0,3835;A AC;Interval;19.01.22 9:29:00,4
3321;0,39;A AC;19.01.22 9:29:00,4;0:00:01,2;19.01.22 9:29:00,4;0,39;A AC;0,240441666666667;A AC;19.01.22 9:29:00,8;0,1482;A AC;Unstable;19.01.22 9:29:01,6
3322;0,2296;A AC;19.01.22 9:29:01,6;0:00:01,6;19.01.22 9:29:02,4;0,2514;A AC;0,23493125;A AC;19.01.22 9:29:03,1;0,2212;A AC;Stable;19.01.22 9:29:03,3
3323;0,3139;A AC;19.01.22 9:29:03,3;0:00:01,6;19.01.22 9:29:03,7;0,3897;A AC;0,270225;A AC;19.01.22 9:29:04,2;0,141;A AC;Unstable;19.01.22 9:29:04,9
3324;0,2314;A AC;19.01.22 9:29:04,9;0:00:00,6;19.01.22 9:29:05,0;0,2433;A AC;0,236183333333333;A AC;19.01.22 9:29:05,4;0,2292;A AC;Interval;19.01.22 9:29:05,5
3325;0,2278;A AC;19.01.22 9:29:05,5;0:00:04,9;19.01.22 9:29:06,9;0,3866;A AC;0,26165306122449;A AC;19.01.22 9:29:07,4;0,1447;A AC;Unstable;19.01.22 9:29:10,4
3326;0,2916;A AC;19.01.22 9:29:10,4;0:00:00,1;19.01.22 9:29:10,4;0,2916;A AC;0,2916;A AC;19.01.22 9:29:10,4;0,2916;A AC;Interval;19.01.22 9:29:10,5
3327;0,2057;A AC;19.01.22 9:29:10,5;0:00:00,9;19.01.22 9:29:11,2;0,2552;A AC;0,210288888888889;A AC;19.01.22 9:29:10,7;0,1437;A AC;Unstable;19.01.22 9:29:11,4
3328;0,2318;A AC;19.01.22 9:29:11,4;0:00:01,5;19.01.22 9:29:12,3;0,2539;A AC;0,23594;A AC;19.01.22 9:29:12,8;0,2219;A AC;Stable;19.01.22 9:29:12,9
3329;0,2093;A AC;19.01.22 9:29:12,9;0:00:02,0;19.01.22 9:29:13,5;0,387;A AC;0,26259;A AC;19.01.22 9:29:13,9;0,144;A AC;Unstable;19.01.22 9:29:14,9
3330;0,2259;A AC;19.01.22 9:29:14,9;0:00:00,6;19.01.22 9:29:15,0;0,2383;A AC;0,231283333333333;A AC;19.01.22 9:29:14,9;0,2259;A AC;Interval;19.01.22 9:29:15,5
3331;0,2543;A AC;19.01.22 9:29:15,5;0:00:02,4;19.01.22 9:29:16,7;0,3863;A AC;0,259420833333333;A AC;19.01.22 9:29:17,2;0,1441;A AC;Unstable;19.01.22 9:29:17,9
3332;0,2323;A AC;19.01.22 9:29:17,9;0:00:01,4;19.01.22 9:29:18,8;0,2534;A AC;0,237371428571429;A AC;19.01.22 9:29:18,6;0,2268;A AC;Stable;19.01.22 9:29:19,3
3333;0,2204;A AC;19.01.22 9:29:19,3;0:00:01,0;19.01.22 9:29:20,0;0,385;A AC;0,30957;A AC;19.01.22 9:29:19,4;0,2091;A AC;Unstable;19.01.22 9:29:20,4
3334;0,1772;A AC;19.01.22 9:29:20,4;0:00:00,1;19.01.22 9:29:20,4;0,1772;A AC;0,1772;A AC;19.01.22 9:29:20,4;0,1772;A AC;Interval;19.01.22 9:29:20,5
3335;0,1452;A AC;19.01.22 9:29:20,5;0:00:04,0;19.01.22 9:29:23,3;0,3867;A AC;0,24477;A AC;19.01.22 9:29:20,5;0,1452;A AC;Unstable;19.01.22 9:29:24,5
3336;0,2314;A AC;19.01.22 9:29:24,5;0:00:01,0;19.01.22 9:29:25,4;0,2538;A AC;0,23628;A AC;19.01.22 9:29:25,2;0,2243;A AC;Interval;19.01.22 9:29:25,5
3337;0,2448;A AC;19.01.22 9:29:25,5;0:00:04,9;19.01.22 9:29:26,5;0,3853;A AC;0,256861224489796;A AC;19.01.22 9:29:30,3;0,1415;A AC;Unstable;19.01.22 9:29:30,4
3338;0,1826;A AC;19.01.22 9:29:30,4;0:00:00,1;19.01.22 9:29:30,4;0,1826;A AC;0,1826;A AC;19.01.22 9:29:30,4;0,1826;A AC;Interval;19.01.22 9:29:30,5
3339;0,216;A AC;19.01.22 9:29:30,5;0:00:03,8;19.01.22 9:29:33,0;0,3851;A AC;0,249528947368421;A AC;19.01.22 9:29:33,6;0,147;A AC;Unstable;19.01.22 9:29:34,3
3340;0,2305;A AC;19.01.22 9:29:34,3;0:00:01,1;19.01.22 9:29:35,2;0,2536;A AC;0,237109090909091;A AC;19.01.22 9:29:35,0;0,2237;A AC;Interval;19.01.22 9:29:35,4
3341;0,2327;A AC;19.01.22 9:29:35,4;0:00:04,9;19.01.22 9:29:39,8;0,3876;A AC;0,256965306122449;A AC;19.01.22 9:29:40,3;0,1456;A AC;Unstable;19.01.22 9:29:40,4
3342;0,2009;A AC;19.01.22 9:29:40,4;0:00:00,1;19.01.22 9:29:40,4;0,2009;A AC;0,2009;A AC;19.01.22 9:29:40,4;0,2009;A AC;Interval;19.01.22 9:29:40,5
3343;0,2185;A AC;19.01.22 9:29:40,5;0:00:00,5;19.01.22 9:29:40,8;0,2526;A AC;0,2372;A AC;19.01.22 9:29:40,5;0,2185;A AC;Unstable;19.01.22 9:29:41,0
3344;0,2304;A AC;19.01.22 9:29:41,0;0:00:01,5;19.01.22 9:29:41,9;0,2536;A AC;0,235093333333333;A AC;19.01.22 9:29:42,4;0,2194;A AC;Stable;19.01.22 9:29:42,5
3345;0,2049;A AC;19.01.22 9:29:42,5;0:00:01,8;19.01.22 9:29:43,0;0,3875;A AC;0,26465;A AC;19.01.22 9:29:43,5;0,1421;A AC;Unstable;19.01.22 9:29:44,3
3346;0,2319;A AC;19.01.22 9:29:44,3;0:00:01,2;19.01.22 9:29:45,1;0,2549;A AC;0,237266666666667;A AC;19.01.22 9:29:44,9;0,2252;A AC;Interval;19.01.22 9:29:45,5
3347;0,2304;A AC;19.01.22 9:29:45,5;0:00:02,1;19.01.22 9:29:46,3;0,3867;A AC;0,263509523809524;A AC;19.01.22 9:29:46,8;0,1454;A AC;Unstable;19.01.22 9:29:47,6
3348;0,2342;A AC;19.01.22 9:29:47,6;0:00:01,4;19.01.22 9:29:48,4;0,253;A AC;0,236814285714286;A AC;19.01.22 9:29:48,9;0,2263;A AC;Stable;19.01.22 9:29:49,0
3349;0,2222;A AC;19.01.22 9:29:49,0;0:00:01,3;19.01.22 9:29:49,6;0,3883;A AC;0,277;A AC;19.01.22 9:29:50,1;0,1436;A AC;Unstable;19.01.22 9:29:50,3
3350;0,217;A AC;19.01.22 9:29:50,3;0:00:00,1;19.01.22 9:29:50,3;0,217;A AC;0,217;A AC;19.01.22 9:29:50,3;0,217;A AC;Interval;19.01.22 9:29:50,4
3351;0,2232;A AC;19.01.22 9:29:50,4;0:00:04,8;19.01.22 9:29:52,8;0,3868;A AC;0,248089583333333;A AC;19.01.22 9:29:53,3;0,1439;A AC;Unstable;19.01.22 9:29:55,3
3352;0,2332;A AC;19.01.22 9:29:55,3;0:00:00,2;19.01.22 9:29:55,3;0,2332;A AC;0,23195;A AC;19.01.22 9:29:55,4;0,2307;A AC;Interval;19.01.22 9:29:55,5
3353;0,2252;A AC;19.01.22 9:29:55,5;0:00:02,0;19.01.22 9:29:56,2;0,3764;A AC;0,260645;A AC;19.01.22 9:29:56,7;0,1422;A AC;Unstable;19.01.22 9:29:57,5
3354;0,2319;A AC;19.01.22 9:29:57,5;0:00:01,4;19.01.22 9:29:58,3;0,2532;A AC;0,235507142857143;A AC;19.01.22 9:29:58,8;0,2245;A AC;Stable;19.01.22 9:29:58,9
3355;0,2176;A AC;19.01.22 9:29:58,9;0:00:01,3;19.01.22 9:29:59,5;0,385;A AC;0,274892307692308;A AC;19.01.22 9:30:00,0;0,1417;A AC;Unstable;19.01.22 9:30:00,2
3356;0,2133;A AC;19.01.22 9:30:00,2;0:00:00,3;19.01.22 9:30:00,4;0,2349;A AC;0,223933333333333;A AC;19.01.22 9:30:00,2;0,2133;A AC;Interval;19.01.22 9:30:00,5
3357;0,2591;A AC;19.01.22 9:30:00,5;0:00:04,8;19.01.22 9:30:02,8;0,3884;A AC;0,247141666666667;A AC;19.01.22 9:30:03,3;0,1418;A AC;Unstable;19.01.22 9:30:05,3
3358;0,2312;A AC;19.01.22 9:30:05,3;0:00:00,2;19.01.22 9:30:05,3;0,2312;A AC;0,2283;A AC;19.01.22 9:30:05,4;0,2254;A AC;Interval;19.01.22 9:30:05,5
3359;0,2202;A AC;19.01.22 9:30:05,5;0:00:01,9;19.01.22 9:30:06,1;0,386;A AC;0,263763157894737;A AC;19.01.22 9:30:06,6;0,1451;A AC;Unstable;19.01.22 9:30:07,4
3360;0,2312;A AC;19.01.22 9:30:07,4;0:00:01,6;19.01.22 9:30:07,5;0,2466;A AC;0,2344125;A AC;19.01.22 9:30:08,0;0,2238;A AC;Stable;19.01.22 9:30:09,0
3361;0,313;A AC;19.01.22 9:30:09,0;0:00:01,1;19.01.22 9:30:09,4;0,3863;A AC;0,287754545454545;A AC;19.01.22 9:30:09,9;0,1413;A AC;Unstable;19.01.22 9:30:10,1
3362;0,2115;A AC;19.01.22 9:30:10,1;0:00:00,3;19.01.22 9:30:10,3;0,2334;A AC;0,223;A AC;19.01.22 9:30:10,1;0,2115;A AC;Interval;19.01.22 9:30:10,4
3363;0,2577;A AC;19.01.22 9:30:10,4;0:00:04,7;19.01.22 9:30:12,8;0,3798;A AC;0,24953829787234;A AC;19.01.22 9:30:13,3;0,1416;A AC;Unstable;19.01.22 9:30:15,2
3364;0,235;A AC;19.01.22 9:30:15,2;0:00:00,3;19.01.22 9:30:15,2;0,235;A AC;0,230133333333333;A AC;19.01.22 9:30:15,4;0,2245;A AC;Interval;19.01.22 9:30:15,5
3365;0,2272;A AC;19.01.22 9:30:15,5;0:00:03,2;19.01.22 9:30:15,6;0,2324;A AC;0,217409375;A AC;19.01.22 9:30:17,3;0,2127;A AC;Stable;19.01.22 9:30:18,7
3366;0,2083;A AC;19.01.22 9:30:18,7;0:00:01,8;19.01.22 9:30:18,8;0,2261;A AC;0,214044444444444;A AC;19.01.22 9:30:20,4;0,2074;A AC;Interval;19.01.22 9:30:20,5
3367;0,2243;A AC;19.01.22 9:30:20,5;0:00:04,9;19.01.22 9:30:23,0;0,2268;A AC;0,213695918367347;A AC;19.01.22 9:30:22,9;0,2038;A AC;Interval;19.01.22 9:30:25,4
3368;0,2088;A AC;19.01.22 9:30:25,4;0:00:01,9;19.01.22 9:30:27,0;0,2552;A AC;0,204078947368421;A AC;19.01.22 9:30:26,5;0,1232;A AC;Unstable;19.01.22 9:30:27,3
3369;0,2305;A AC;19.01.22 9:30:27,3;0:00:01,4;19.01.22 9:30:28,1;0,2524;A AC;0,2362;A AC;19.01.22 9:30:27,9;0,227;A AC;Stable;19.01.22 9:30:28,8
3370;0,2203;A AC;19.01.22 9:30:28,8;0:00:00,2;19.01.22 9:30:28,9;0,248;A AC;0,23415;A AC;19.01.22 9:30:28,8;0,2203;A AC;Unstable;19.01.22 9:30:29,0
3371;0,2667;A AC;19.01.22 9:30:29,0;0:00:01,1;19.01.22 9:30:29,4;0,2794;A AC;0,273636363636364;A AC;19.01.22 9:30:29,0;0,2667;A AC;Stable;19.01.22 9:30:30,1
3372;0,2496;A AC;19.01.22 9:30:30,1;0:00:00,4;19.01.22 9:30:30,4;0,2699;A AC;0,260575;A AC;19.01.22 9:30:30,1;0,2496;A AC;Interval;19.01.22 9:30:30,5
3373;0,2719;A AC;19.01.22 9:30:30,5;0:00:02,8;19.01.22 9:30:30,6;0,2731;A AC;0,270635714285714;A AC;19.01.22 9:30:33,2;0,269;A AC;Stable;19.01.22 9:30:33,3
3374;0,2409;A AC;19.01.22 9:30:33,3;0:00:01,2;19.01.22 9:30:34,3;0,2573;A AC;0,210366666666667;A AC;19.01.22 9:30:33,8;0,1333;A AC;Unstable;19.01.22 9:30:34,5
3375;0,2361;A AC;19.01.22 9:30:34,5;0:00:01,0;19.01.22 9:30:35,4;0,2524;A AC;0,23507;A AC;19.01.22 9:30:35,2;0,2214;A AC;Interval;19.01.22 9:30:35,5
3376;0,2454;A AC;19.01.22 9:30:35,5;0:00:04,0;19.01.22 9:30:37,7;0,3513;A AC;0,2739625;A AC;19.01.22 9:30:38,7;0,1334;A AC;Unstable;19.01.22 9:30:39,5
3377;0,232;A AC;19.01.22 9:30:39,5;0:00:01,0;19.01.22 9:30:40,3;0,2529;A AC;0,23681;A AC;19.01.22 9:30:40,1;0,2237;A AC;Interval;19.01.22 9:30:40,5
3378;0,2406;A AC;19.01.22 9:30:40,5;0:00:04,8;19.01.22 9:30:41,6;0,3791;A AC;0,262472916666667;A AC;19.01.22 9:30:42,8;0,138;A AC;Unstable;19.01.22 9:30:45,4
3379;0,3767;A AC;19.01.22 9:30:45,4;0:00:00,1;19.01.22 9:30:45,4;0,3767;A AC;0,3767;A AC;19.01.22 9:30:45,4;0,3767;A AC;Interval;19.01.22 9:30:45,4
3380;0,3866;A AC;19.01.22 9:30:45,4;0:00:04,9;19.01.22 9:30:45,6;0,3902;A AC;0,258161224489796;A AC;19.01.22 9:30:46,4;0,1299;A AC;Unstable;19.01.22 9:30:50,4
3381;0,2561;A AC;19.01.22 9:30:50,4;0:00:00,1;19.01.22 9:30:50,4;0,2561;A AC;0,2561;A AC;19.01.22 9:30:50,4;0,2561;A AC;Interval;19.01.22 9:30:50,5
3382;0,2503;A AC;19.01.22 9:30:50,5;0:00:01,5;19.01.22 9:30:51,5;0,2553;A AC;0,237533333333333;A AC;19.01.22 9:30:51,3;0,225;A AC;Stable;19.01.22 9:30:52,0
3383;0,2231;A AC;19.01.22 9:30:52,0;0:00:03,2;19.01.22 9:30:52,6;0,3889;A AC;0,254234375;A AC;19.01.22 9:30:53,2;0,141;A AC;Unstable;19.01.22 9:30:55,2
3384;0,2292;A AC;19.01.22 9:30:55,2;0:00:00,3;19.01.22 9:30:55,2;0,2292;A AC;0,221633333333333;A AC;19.01.22 9:30:55,4;0,2136;A AC;Interval;19.01.22 9:30:55,5
3385;0,2215;A AC;19.01.22 9:30:55,5;0:00:01,7;19.01.22 9:30:56,0;0,3883;A AC;0,268994117647059;A AC;19.01.22 9:30:56,5;0,1469;A AC;Unstable;19.01.22 9:30:57,2
3386;0,2314;A AC;19.01.22 9:30:57,2;0:00:01,6;19.01.22 9:30:58,1;0,2541;A AC;0,23490625;A AC;19.01.22 9:30:58,6;0,2221;A AC;Stable;19.01.22 9:30:58,8
3387;0,2761;A AC;19.01.22 9:30:58,8;0:00:01,4;19.01.22 9:30:59,2;0,3897;A AC;0,268828571428571;A AC;19.01.22 9:30:59,8;0,1374;A AC;Unstable;19.01.22 9:31:00,2
3388;0,2485;A AC;19.01.22 9:31:00,2;0:00:00,2;19.01.22 9:31:00,3;0,2558;A AC;0,25215;A AC;19.01.22 9:31:00,2;0,2485;A AC;Interval;19.01.22 9:31:00,4
3389;0,2461;A AC;19.01.22 9:31:00,4;0:00:01,6;19.01.22 9:31:01,4;0,2529;A AC;0,2366375;A AC;19.01.22 9:31:01,9;0,2214;A AC;Stable;19.01.22 9:31:02,0
3390;0,2055;A AC;19.01.22 9:31:02,0;0:00:01,8;19.01.22 9:31:02,5;0,3899;A AC;0,265466666666667;A AC;19.01.22 9:31:03,1;0,1455;A AC;Unstable;19.01.22 9:31:03,9
3391;0,2315;A AC;19.01.22 9:31:03,9;0:00:01,4;19.01.22 9:31:04,7;0,2519;A AC;0,236592857142857;A AC;19.01.22 9:31:04,5;0,225;A AC;Stable;19.01.22 9:31:05,3
3392;0,2147;A AC;19.01.22 9:31:05,3;0:00:00,2;19.01.22 9:31:05,3;0,2147;A AC;0,21295;A AC;19.01.22 9:31:05,4;0,2112;A AC;Interval;19.01.22 9:31:05,5
3393;0,2941;A AC;19.01.22 9:31:05,5;0:00:04,9;19.01.22 9:31:05,9;0,3895;A AC;0,25835306122449;A AC;19.01.22 9:31:06,4;0,1461;A AC;Unstable;19.01.22 9:31:10,4
3394;0,2307;A AC;19.01.22 9:31:10,4;0:00:00,1;19.01.22 9:31:10,4;0,2307;A AC;0,2307;A AC;19.01.22 9:31:10,4;0,2307;A AC;Interval;19.01.22 9:31:10,5
3395;0,2473;A AC;19.01.22 9:31:10,5;0:00:04,9;19.01.22 9:31:12,4;0,3939;A AC;0,247265306122449;A AC;19.01.22 9:31:12,9;0,1387;A AC;Unstable;19.01.22 9:31:15,4
3396;0,3663;A AC;19.01.22 9:31:15,4;0:00:00,1;19.01.22 9:31:15,4;0,3663;A AC;0,3663;A AC;19.01.22 9:31:15,4;0,3663;A AC;Interval;19.01.22 9:31:15,5
3397;0,3825;A AC;19.01.22 9:31:15,5;0:00:04,7;19.01.22 9:31:19,0;0,3902;A AC;0,255148936170213;A AC;19.01.22 9:31:16,2;0,1432;A AC;Unstable;19.01.22 9:31:20,3
3398;0,2312;A AC;19.01.22 9:31:20,3;0:00:00,2;19.01.22 9:31:20,3;0,2312;A AC;0,2295;A AC;19.01.22 9:31:20,4;0,2278;A AC;Interval;19.01.22 9:31:20,5
3399;0,2152;A AC;19.01.22 9:31:20,5;0:00:04,8;19.01.22 9:31:22,1;0,382;A AC;0,247920833333333;A AC;19.01.22 9:31:22,8;0,1409;A AC;Unstable;19.01.22 9:31:25,3
3400;0,3672;A AC;19.01.22 9:31:25,3;0:00:00,2;19.01.22 9:31:25,4;0,3831;A AC;0,37515;A AC;19.01.22 9:31:25,3;0,3672;A AC;Interval;19.01.22 9:31:25,5
3401;0,3877;A AC;19.01.22 9:31:25,5;0:00:04,8;19.01.22 9:31:25,6;0,3905;A AC;0,250870833333333;A AC;19.01.22 9:31:29,3;0,1417;A AC;Unstable;19.01.22 9:31:30,3
3402;0,2292;A AC;19.01.22 9:31:30,3;0:00:00,2;19.01.22 9:31:30,4;0,2363;A AC;0,23275;A AC;19.01.22 9:31:30,3;0,2292;A AC;Interval;19.01.22 9:31:30,5
3403;0,23;A AC;19.01.22 9:31:30,5;0:00:04,6;19.01.22 9:31:32,1;0,3862;A AC;0,249436956521739;A AC;19.01.22 9:31:32,6;0,1453;A AC;Unstable;19.01.22 9:31:35,1
3404;0,3678;A AC;19.01.22 9:31:35,1;0:00:00,3;19.01.22 9:31:35,2;0,3844;A AC;0,3785;A AC;19.01.22 9:31:35,1;0,3678;A AC;Interval;19.01.22 9:31:35,4
3405;0,3752;A AC;19.01.22 9:31:35,4;0:00:04,4;19.01.22 9:31:38,7;0,3916;A AC;0,247036363636364;A AC;19.01.22 9:31:39,2;0,1417;A AC;Unstable;19.01.22 9:31:39,9
3406;0,2321;A AC;19.01.22 9:31:39,9;0:00:00,6;19.01.22 9:31:40,0;0,2434;A AC;0,237783333333333;A AC;19.01.22 9:31:40,4;0,229;A AC;Interval;19.01.22 9:31:40,5
3407;0,2106;A AC;19.01.22 9:31:40,5;0:00:02,7;19.01.22 9:31:41,9;0,3841;A AC;0,254955555555556;A AC;19.01.22 9:31:42,4;0,1441;A AC;Unstable;19.01.22 9:31:43,2
3408;0,2285;A AC;19.01.22 9:31:43,2;0:00:01,5;19.01.22 9:31:44,0;0,2538;A AC;0,234553333333333;A AC;19.01.22 9:31:44,6;0,221;A AC;Stable;19.01.22 9:31:44,7
3409;0,2104;A AC;19.01.22 9:31:44,7;0:00:00,7;19.01.22 9:31:45,1;0,3841;A AC;0,337142857142857;A AC;19.01.22 9:31:44,7;0,2104;A AC;Unstable;19.01.22 9:31:45,4
3410;0,2961;A AC;19.01.22 9:31:45,4;0:00:00,1;19.01.22 9:31:45,4;0,2961;A AC;0,2961;A AC;19.01.22 9:31:45,4;0,2961;A AC;Interval;19.01.22 9:31:45,5
