Reading;Sample;;Start Time;Duration;Max Time;Max;;Average;;Min Time;Min;;Description;Stop Time
1220;0,2079;A AC;19.01.22 8:28:07,9;0:00:00,3;19.01.22 8:28:08,1;0,361;A AC;0,2821;A AC;19.01.22 8:28:07,9;0,2079;A AC;Unstable;19.01.22 8:28:08,2
1221;0,3806;A AC;19.01.22 8:28:08,2;0:00:01,6;19.01.22 8:28:09,6;0,3934;A AC;0,38996875;A AC;19.01.22 8:28:09,7;0,3791;A AC;Stable;19.01.22 8:28:09,8
1222;0,3039;A AC;19.01.22 8:28:09,8;0:00:00,5;19.01.22 8:28:09,8;0,3039;A AC;0,2031;A AC;19.01.22 8:28:10,1;0,1428;A AC;Unstable;19.01.22 8:28:10,3
1223;0,2177;A AC;19.01.22 8:28:10,3;0:00:00,2;19.01.22 8:28:10,4;0,2265;A AC;0,2221;A AC;19.01.22 8:28:10,3;0,2177;A AC;Interval;19.01.22 8:28:10,5
1224;0,2407;A AC;19.01.22 8:28:10,5;0:00:00,6;19.01.22 8:28:10,6;0,258;A AC;0,246783333333333;A AC;19.01.22 8:28:10,9;0,2395;A AC;Unstable;19.01.22 8:28:11,1
1225;0,231;A AC;19.01.22 8:28:11,1;0:00:01,2;19.01.22 8:28:11,7;0,2525;A AC;0,236258333333333;A AC;19.01.22 8:28:12,2;0,2239;A AC;Stable;19.01.22 8:28:12,3
1226;0,2155;A AC;19.01.22 8:28:12,3;0:00:00,3;19.01.22 8:28:12,5;0,3389;A AC;0,261233333333333;A AC;19.01.22 8:28:12,3;0,2155;A AC;Unstable;19.01.22 8:28:12,6
1227;0,3722;A AC;19.01.22 8:28:12,6;0:00:01,6;19.01.22 8:28:13,7;0,3947;A AC;0,3903875;A AC;19.01.22 8:28:12,6;0,3722;A AC;Stable;19.01.22 8:28:14,2
1228;0,334;A AC;19.01.22 8:28:14,2;0:00:01,1;19.01.22 8:28:14,2;0,334;A AC;0,228218181818182;A AC;19.01.22 8:28:14,6;0,1485;A AC;Unstable;19.01.22 8:28:15,3
1229;0,2333;A AC;19.01.22 8:28:15,3;0:00:00,2;19.01.22 8:28:15,4;0,2458;A AC;0,23955;A AC;19.01.22 8:28:15,3;0,2333;A AC;Interval;19.01.22 8:28:15,5
1230;0,2395;A AC;19.01.22 8:28:15,5;0:00:01,6;19.01.22 8:28:17,0;0,3512;A AC;0,24195625;A AC;19.01.22 8:28:16,7;0,2053;A AC;Unstable;19.01.22 8:28:17,1
1231;0,3766;A AC;19.01.22 8:28:17,1;0:00:01,8;19.01.22 8:28:18,6;0,3937;A AC;0,387755555555556;A AC;19.01.22 8:28:18,8;0,3663;A AC;Stable;19.01.22 8:28:18,9
1232;0,2844;A AC;19.01.22 8:28:18,9;0:00:01,0;19.01.22 8:28:18,9;0,2844;A AC;0,22068;A AC;19.01.22 8:28:19,2;0,1526;A AC;Unstable;19.01.22 8:28:19,9
1233;0,2341;A AC;19.01.22 8:28:19,9;0:00:00,5;19.01.22 8:28:20,0;0,2508;A AC;0,23952;A AC;19.01.22 8:28:20,1;0,2328;A AC;Interval;19.01.22 8:28:20,4
1234;0,2312;A AC;19.01.22 8:28:20,4;0:00:01,3;19.01.22 8:28:21,6;0,3616;A AC;0,248507692307692;A AC;19.01.22 8:28:21,4;0,2112;A AC;Unstable;19.01.22 8:28:21,7
1235;0,3806;A AC;19.01.22 8:28:21,7;0:00:01,7;19.01.22 8:28:23,2;0,3945;A AC;0,391611764705882;A AC;19.01.22 8:28:21,7;0,3806;A AC;Stable;19.01.22 8:28:23,5
1236;0,3238;A AC;19.01.22 8:28:23,5;0:00:01,9;19.01.22 8:28:23,5;0,3238;A AC;0,230126315789474;A AC;19.01.22 8:28:23,8;0,1465;A AC;Unstable;19.01.22 8:28:25,4
1237;0,2549;A AC;19.01.22 8:28:25,4;0:00:00,1;19.01.22 8:28:25,4;0,2549;A AC;0,2549;A AC;19.01.22 8:28:25,4;0,2549;A AC;Interval;19.01.22 8:28:25,5
1238;0,2516;A AC;19.01.22 8:28:25,5;0:00:00,8;19.01.22 8:28:26,2;0,322;A AC;0,244125;A AC;19.01.22 8:28:26,0;0,2121;A AC;Unstable;19.01.22 8:28:26,3
1239;0,3737;A AC;19.01.22 8:28:26,3;0:00:01,9;19.01.22 8:28:27,9;0,395;A AC;0,391221052631579;A AC;19.01.22 8:28:26,3;0,3737;A AC;Stable;19.01.22 8:28:28,2
1240;0,3036;A AC;19.01.22 8:28:28,2;0:00:01,8;19.01.22 8:28:28,2;0,3036;A AC;0,228866666666667;A AC;19.01.22 8:28:28,5;0,1438;A AC;Unstable;19.01.22 8:28:30,0
1241;0,2355;A AC;19.01.22 8:28:30,0;0:00:00,5;19.01.22 8:28:30,1;0,2533;A AC;0,24266;A AC;19.01.22 8:28:30,0;0,2355;A AC;Interval;19.01.22 8:28:30,5
1242;0,2331;A AC;19.01.22 8:28:30,5;0:00:00,5;19.01.22 8:28:30,9;0,3424;A AC;0,25576;A AC;19.01.22 8:28:30,6;0,226;A AC;Unstable;19.01.22 8:28:31,0
1243;0,3752;A AC;19.01.22 8:28:31,0;0:00:01,9;19.01.22 8:28:32,4;0,3945;A AC;0,391121052631579;A AC;19.01.22 8:28:31,0;0,3752;A AC;Stable;19.01.22 8:28:32,9
1244;0,2989;A AC;19.01.22 8:28:32,9;0:00:02,3;19.01.22 8:28:32,9;0,2989;A AC;0,232430434782609;A AC;19.01.22 8:28:33,2;0,1448;A AC;Unstable;19.01.22 8:28:35,2
1245;0,2333;A AC;19.01.22 8:28:35,2;0:00:00,3;19.01.22 8:28:35,2;0,2333;A AC;0,225366666666667;A AC;19.01.22 8:28:35,4;0,2164;A AC;Interval;19.01.22 8:28:35,5
1246;0,2203;A AC;19.01.22 8:28:35,5;0:00:00,2;19.01.22 8:28:35,6;0,3255;A AC;0,2729;A AC;19.01.22 8:28:35,5;0,2203;A AC;Unstable;19.01.22 8:28:35,7
1247;0,3722;A AC;19.01.22 8:28:35,7;0:00:01,9;19.01.22 8:28:37,2;0,3945;A AC;0,390689473684211;A AC;19.01.22 8:28:35,7;0,3722;A AC;Stable;19.01.22 8:28:37,6
1248;0,3551;A AC;19.01.22 8:28:37,6;0:00:01,1;19.01.22 8:28:37,6;0,3551;A AC;0,231781818181818;A AC;19.01.22 8:28:37,9;0,1527;A AC;Unstable;19.01.22 8:28:38,7
1249;0,2332;A AC;19.01.22 8:28:38,7;0:00:01,4;19.01.22 8:28:39,5;0,2543;A AC;0,238478571428571;A AC;19.01.22 8:28:39,4;0,2279;A AC;Stable;19.01.22 8:28:40,1
1250;0,2214;A AC;19.01.22 8:28:40,1;0:00:00,2;19.01.22 8:28:40,1;0,2214;A AC;0,21795;A AC;19.01.22 8:28:40,2;0,2145;A AC;Unstable;19.01.22 8:28:40,4
1251;0,2907;A AC;19.01.22 8:28:40,4;0:00:00,1;19.01.22 8:28:40,4;0,2907;A AC;0,2907;A AC;19.01.22 8:28:40,4;0,2907;A AC;Interval;19.01.22 8:28:40,5
1252;0,3653;A AC;19.01.22 8:28:40,5;0:00:00,1;19.01.22 8:28:40,5;0,3653;A AC;0,3653;A AC;19.01.22 8:28:40,5;0,3653;A AC;Unstable;19.01.22 8:28:40,6
1253;0,3852;A AC;19.01.22 8:28:40,6;0:00:01,9;19.01.22 8:28:41,7;0,3941;A AC;0,391431578947368;A AC;19.01.22 8:28:40,6;0,3852;A AC;Stable;19.01.22 8:28:42,5
1254;0,3107;A AC;19.01.22 8:28:42,5;0:00:02,8;19.01.22 8:28:45,2;0,3512;A AC;0,236803571428571;A AC;19.01.22 8:28:42,8;0,1452;A AC;Unstable;19.01.22 8:28:45,3
1255;0,3753;A AC;19.01.22 8:28:45,3;0:00:00,2;19.01.22 8:28:45,4;0,3848;A AC;0,38005;A AC;19.01.22 8:28:45,3;0,3753;A AC;Interval;19.01.22 8:28:45,5
1256;0,3912;A AC;19.01.22 8:28:45,5;0:00:01,7;19.01.22 8:28:46,2;0,3947;A AC;0,391929411764706;A AC;19.01.22 8:28:46,4;0,3877;A AC;Stable;19.01.22 8:28:47,2
1257;0,3015;A AC;19.01.22 8:28:47,2;0:00:02,8;19.01.22 8:28:49,9;0,3293;A AC;0,233596428571429;A AC;19.01.22 8:28:47,5;0,1452;A AC;Unstable;19.01.22 8:28:50,0
1258;0,3683;A AC;19.01.22 8:28:50,0;0:00:00,5;19.01.22 8:28:50,2;0,3901;A AC;0,38414;A AC;19.01.22 8:28:50,0;0,3683;A AC;Interval;19.01.22 8:28:50,5
1259;0,392;A AC;19.01.22 8:28:50,5;0:00:01,4;19.01.22 8:28:51,2;0,3959;A AC;0,3921;A AC;19.01.22 8:28:51,8;0,3761;A AC;Stable;19.01.22 8:28:51,9
1260;0,2994;A AC;19.01.22 8:28:51,9;0:00:02,8;19.01.22 8:28:54,6;0,3398;A AC;0,232475;A AC;19.01.22 8:28:52,2;0,1428;A AC;Unstable;19.01.22 8:28:54,7
1261;0,3722;A AC;19.01.22 8:28:54,7;0:00:00,7;19.01.22 8:28:55,3;0,3936;A AC;0,388228571428571;A AC;19.01.22 8:28:54,7;0,3722;A AC;Interval;19.01.22 8:28:55,4
1262;0,3913;A AC;19.01.22 8:28:55,4;0:00:01,2;19.01.22 8:28:56,2;0,3948;A AC;0,392191666666667;A AC;19.01.22 8:28:55,5;0,3881;A AC;Stable;19.01.22 8:28:56,6
1263;0,3065;A AC;19.01.22 8:28:56,6;0:00:02,8;19.01.22 8:28:59,4;0,3429;A AC;0,235292857142857;A AC;19.01.22 8:28:57,0;0,1447;A AC;Unstable;19.01.22 8:28:59,5
1264;0,378;A AC;19.01.22 8:28:59,5;0:00:01,0;19.01.22 8:28:59,8;0,3934;A AC;0,38895;A AC;19.01.22 8:28:59,5;0,378;A AC;Interval;19.01.22 8:29:00,5
1265;0,3935;A AC;19.01.22 8:29:00,5;0:00:03,7;19.01.22 8:29:01,0;0,3945;A AC;0,274494594594595;A AC;19.01.22 8:29:01,7;0,1451;A AC;Unstable;19.01.22 8:29:04,2
1266;0,3781;A AC;19.01.22 8:29:04,2;0:00:01,3;19.01.22 8:29:05,4;0,3938;A AC;0,390523076923077;A AC;19.01.22 8:29:04,2;0,3781;A AC;Interval;19.01.22 8:29:05,5
1267;0,3903;A AC;19.01.22 8:29:05,5;0:00:03,5;19.01.22 8:29:05,7;0,3944;A AC;0,267548571428571;A AC;19.01.22 8:29:06,5;0,1455;A AC;Unstable;19.01.22 8:29:09,0
1268;0,3749;A AC;19.01.22 8:29:09,0;0:00:01,5;19.01.22 8:29:10,4;0,3928;A AC;0,388286666666667;A AC;19.01.22 8:29:09,0;0,3749;A AC;Interval;19.01.22 8:29:10,5
1269;0,3935;A AC;19.01.22 8:29:10,5;0:00:03,2;19.01.22 8:29:10,6;0,3941;A AC;0,253146875;A AC;19.01.22 8:29:11,2;0,1438;A AC;Unstable;19.01.22 8:29:13,7
1270;0,3754;A AC;19.01.22 8:29:13,7;0:00:01,7;19.01.22 8:29:15,3;0,3948;A AC;0,390923529411765;A AC;19.01.22 8:29:13,7;0,3754;A AC;Interval;19.01.22 8:29:15,5
1271;0,3931;A AC;19.01.22 8:29:15,5;0:00:03,1;19.01.22 8:29:15,6;0,3951;A AC;0,249445161290323;A AC;19.01.22 8:29:16,1;0,1456;A AC;Unstable;19.01.22 8:29:18,6
1272;0,3705;A AC;19.01.22 8:29:18,6;0:00:01,9;19.01.22 8:29:20,0;0,3941;A AC;0,389563157894737;A AC;19.01.22 8:29:18,6;0,3705;A AC;Interval;19.01.22 8:29:20,5
1273;0,3295;A AC;19.01.22 8:29:20,5;0:00:02,8;19.01.22 8:29:20,5;0,3295;A AC;0,236228571428571;A AC;19.01.22 8:29:20,8;0,1491;A AC;Unstable;19.01.22 8:29:23,3
1274;0,3726;A AC;19.01.22 8:29:23,3;0:00:02,0;19.01.22 8:29:24,4;0,3945;A AC;0,389995;A AC;19.01.22 8:29:25,2;0,3675;A AC;Stable;19.01.22 8:29:25,3
1275;0,2821;A AC;19.01.22 8:29:25,3;0:00:00,1;19.01.22 8:29:25,3;0,2821;A AC;0,2821;A AC;19.01.22 8:29:25,3;0,2821;A AC;Unstable;19.01.22 8:29:25,4
1276;0,1961;A AC;19.01.22 8:29:25,4;0:00:00,1;19.01.22 8:29:25,4;0,1961;A AC;0,1961;A AC;19.01.22 8:29:25,4;0,1961;A AC;Interval;19.01.22 8:29:25,5
1277;0,1537;A AC;19.01.22 8:29:25,5;0:00:00,8;19.01.22 8:29:26,0;0,2589;A AC;0,2170375;A AC;19.01.22 8:29:25,6;0,152;A AC;Unstable;19.01.22 8:29:26,3
1278;0,2402;A AC;19.01.22 8:29:26,3;0:00:01,0;19.01.22 8:29:27,1;0,257;A AC;0,24049;A AC;19.01.22 8:29:26,9;0,2295;A AC;Stable;19.01.22 8:29:27,3
1279;0,2239;A AC;19.01.22 8:29:27,3;0:00:00,8;19.01.22 8:29:28,0;0,361;A AC;0,24985;A AC;19.01.22 8:29:27,7;0,2196;A AC;Unstable;19.01.22 8:29:28,1
1280;0,385;A AC;19.01.22 8:29:28,1;0:00:02,0;19.01.22 8:29:29,6;0,395;A AC;0,39235;A AC;19.01.22 8:29:28,1;0,385;A AC;Stable;19.01.22 8:29:30,1
1281;0,3323;A AC;19.01.22 8:29:30,1;0:00:00,2;19.01.22 8:29:30,1;0,3323;A AC;0,2921;A AC;19.01.22 8:29:30,2;0,2519;A AC;Unstable;19.01.22 8:29:30,3
1282;0,1801;A AC;19.01.22 8:29:30,3;0:00:00,1;19.01.22 8:29:30,3;0,1801;A AC;0,1801;A AC;19.01.22 8:29:30,3;0,1801;A AC;Interval;19.01.22 8:29:30,4
1283;0,1475;A AC;19.01.22 8:29:30,4;0:00:02,5;19.01.22 8:29:32,9;0,3119;A AC;0,234384;A AC;19.01.22 8:29:30,4;0,1475;A AC;Unstable;19.01.22 8:29:33,0
1284;0,3741;A AC;19.01.22 8:29:33,0;0:00:02,1;19.01.22 8:29:33,8;0,3949;A AC;0,389442857142857;A AC;19.01.22 8:29:34,0;0,3693;A AC;Stable;19.01.22 8:29:35,1
1285;0,3152;A AC;19.01.22 8:29:35,1;0:00:00,3;19.01.22 8:29:35,1;0,3152;A AC;0,237033333333333;A AC;19.01.22 8:29:35,3;0,1684;A AC;Unstable;19.01.22 8:29:35,4
1286;0,1465;A AC;19.01.22 8:29:35,4;0:00:00,1;19.01.22 8:29:35,4;0,1465;A AC;0,1465;A AC;19.01.22 8:29:35,4;0,1465;A AC;Interval;19.01.22 8:29:35,5
1287;0,1918;A AC;19.01.22 8:29:35,5;0:00:02,4;19.01.22 8:29:37,8;0,3181;A AC;0,237204166666667;A AC;19.01.22 8:29:35,5;0,1918;A AC;Unstable;19.01.22 8:29:37,9
1288;0,3724;A AC;19.01.22 8:29:37,9;0:00:02,1;19.01.22 8:29:39,8;0,3947;A AC;0,389671428571429;A AC;19.01.22 8:29:39,9;0,3694;A AC;Stable;19.01.22 8:29:40,0
1289;0,2812;A AC;19.01.22 8:29:40,0;0:00:00,4;19.01.22 8:29:40,0;0,2812;A AC;0,1946;A AC;19.01.22 8:29:40,3;0,1488;A AC;Unstable;19.01.22 8:29:40,4
1290;0,2067;A AC;19.01.22 8:29:40,4;0:00:00,1;19.01.22 8:29:40,4;0,2067;A AC;0,2067;A AC;19.01.22 8:29:40,4;0,2067;A AC;Interval;19.01.22 8:29:40,5
1291;0,2236;A AC;19.01.22 8:29:40,5;0:00:02,3;19.01.22 8:29:42,7;0,3576;A AC;0,244639130434783;A AC;19.01.22 8:29:42,5;0,2082;A AC;Unstable;19.01.22 8:29:42,8
1292;0,3819;A AC;19.01.22 8:29:42,8;0:00:02,0;19.01.22 8:29:44,4;0,3944;A AC;0,390535;A AC;19.01.22 8:29:42,8;0,3819;A AC;Stable;19.01.22 8:29:44,8
1293;0,3268;A AC;19.01.22 8:29:44,8;0:00:00,5;19.01.22 8:29:44,8;0,3268;A AC;0,2159;A AC;19.01.22 8:29:45,1;0,148;A AC;Unstable;19.01.22 8:29:45,3
1294;0,2123;A AC;19.01.22 8:29:45,3;0:00:00,2;19.01.22 8:29:45,4;0,2263;A AC;0,2193;A AC;19.01.22 8:29:45,3;0,2123;A AC;Interval;19.01.22 8:29:45,5
1295;0,2307;A AC;19.01.22 8:29:45,5;0:00:00,4;19.01.22 8:29:45,6;0,2603;A AC;0,247625;A AC;19.01.22 8:29:45,5;0,2307;A AC;Unstable;19.01.22 8:29:45,9
1296;0,2348;A AC;19.01.22 8:29:45,9;0:00:01,4;19.01.22 8:29:46,7;0,2543;A AC;0,2385;A AC;19.01.22 8:29:47,2;0,2278;A AC;Stable;19.01.22 8:29:47,3
1297;0,217;A AC;19.01.22 8:29:47,3;0:00:00,4;19.01.22 8:29:47,6;0,3606;A AC;0,271525;A AC;19.01.22 8:29:47,4;0,2125;A AC;Unstable;19.01.22 8:29:47,7
1298;0,3835;A AC;19.01.22 8:29:47,7;0:00:02,0;19.01.22 8:29:49,3;0,3955;A AC;0,392245;A AC;19.01.22 8:29:47,7;0,3835;A AC;Stable;19.01.22 8:29:49,8
1299;0,3081;A AC;19.01.22 8:29:49,8;0:00:00,5;19.01.22 8:29:49,8;0,3081;A AC;0,20956;A AC;19.01.22 8:29:50,1;0,1472;A AC;Unstable;19.01.22 8:29:50,3
1300;0,2174;A AC;19.01.22 8:29:50,3;0:00:00,2;19.01.22 8:29:50,4;0,2263;A AC;0,22185;A AC;19.01.22 8:29:50,3;0,2174;A AC;Interval;19.01.22 8:29:50,5
1301;0,2404;A AC;19.01.22 8:29:50,5;0:00:02,1;19.01.22 8:29:52,5;0,3352;A AC;0,242680952380952;A AC;19.01.22 8:29:51,5;0,2064;A AC;Unstable;19.01.22 8:29:52,6
1302;0,3786;A AC;19.01.22 8:29:52,6;0:00:02,0;19.01.22 8:29:53,4;0,3951;A AC;0,39198;A AC;19.01.22 8:29:52,6;0,3786;A AC;Stable;19.01.22 8:29:54,6
1303;0,3553;A AC;19.01.22 8:29:54,6;0:00:00,8;19.01.22 8:29:54,6;0,3553;A AC;0,2244375;A AC;19.01.22 8:29:55,0;0,1515;A AC;Unstable;19.01.22 8:29:55,4
1304;0,2554;A AC;19.01.22 8:29:55,4;0:00:00,1;19.01.22 8:29:55,4;0,2554;A AC;0,2554;A AC;19.01.22 8:29:55,4;0,2554;A AC;Interval;19.01.22 8:29:55,5
1305;0,2574;A AC;19.01.22 8:29:55,5;0:00:01,7;19.01.22 8:29:55,5;0,2574;A AC;0,239541176470588;A AC;19.01.22 8:29:57,1;0,2226;A AC;Unstable;19.01.22 8:29:57,2
1306;0,2081;A AC;19.01.22 8:29:57,2;0:00:03,0;19.01.22 8:30:00,1;0,2176;A AC;0,209213333333333;A AC;19.01.22 8:30:00,0;0,2062;A AC;Stable;19.01.22 8:30:00,2
1307;0,1825;A AC;19.01.22 8:30:00,2;0:00:00,1;19.01.22 8:30:00,2;0,1825;A AC;0,1825;A AC;19.01.22 8:30:00,2;0,1825;A AC;Unstable;19.01.22 8:30:00,3
1308;0,1455;A AC;19.01.22 8:30:00,3;0:00:00,2;19.01.22 8:30:00,3;0,1455;A AC;0,14;A AC;19.01.22 8:30:00,4;0,1345;A AC;Interval;19.01.22 8:30:00,5
1309;0,1842;A AC;19.01.22 8:30:00,5;0:00:02,3;19.01.22 8:30:00,9;0,2596;A AC;0,233030434782609;A AC;19.01.22 8:30:00,5;0,1842;A AC;Unstable;19.01.22 8:30:02,8
1310;0,2501;A AC;19.01.22 8:30:02,8;0:00:02,0;19.01.22 8:30:03,3;0,2748;A AC;0,263945;A AC;19.01.22 8:30:04,7;0,242;A AC;Stable;19.01.22 8:30:04,8
1311;0,2135;A AC;19.01.22 8:30:04,8;0:00:00,4;19.01.22 8:30:04,8;0,2135;A AC;0,169125;A AC;19.01.22 8:30:05,1;0,1367;A AC;Unstable;19.01.22 8:30:05,2
1312;0,2129;A AC;19.01.22 8:30:05,2;0:00:00,2;19.01.22 8:30:05,3;0,2258;A AC;0,21935;A AC;19.01.22 8:30:05,2;0,2129;A AC;Interval;19.01.22 8:30:05,4
1313;0,2327;A AC;19.01.22 8:30:05,4;0:00:00,4;19.01.22 8:30:05,5;0,2571;A AC;0,2462;A AC;19.01.22 8:30:05,4;0,2327;A AC;Unstable;19.01.22 8:30:05,8
1314;0,2318;A AC;19.01.22 8:30:05,8;0:00:01,3;19.01.22 8:30:06,7;0,2576;A AC;0,238584615384615;A AC;19.01.22 8:30:06,0;0,2262;A AC;Stable;19.01.22 8:30:07,2
1315;0,2073;A AC;19.01.22 8:30:07,2;0:00:00,5;19.01.22 8:30:07,6;0,3127;A AC;0,24942;A AC;19.01.22 8:30:07,2;0,2073;A AC;Unstable;19.01.22 8:30:07,7
1316;0,3367;A AC;19.01.22 8:30:07,7;0:00:01,3;19.01.22 8:30:07,9;0,3464;A AC;0,343646153846154;A AC;19.01.22 8:30:08,9;0,3365;A AC;Stable;19.01.22 8:30:09,0
1317;0,2766;A AC;19.01.22 8:30:09,0;0:00:01,1;19.01.22 8:30:09,0;0,2766;A AC;0,219936363636364;A AC;19.01.22 8:30:09,3;0,1447;A AC;Unstable;19.01.22 8:30:10,1
1318;0,2366;A AC;19.01.22 8:30:10,1;0:00:00,4;19.01.22 8:30:10,2;0,25;A AC;0,241;A AC;19.01.22 8:30:10,3;0,2352;A AC;Interval;19.01.22 8:30:10,5
1319;0,2391;A AC;19.01.22 8:30:10,5;0:00:01,2;19.01.22 8:30:10,5;0,2391;A AC;0,232891666666667;A AC;19.01.22 8:30:11,5;0,2242;A AC;Stable;19.01.22 8:30:11,7
1320;0,3063;A AC;19.01.22 8:30:11,7;0:00:00,1;19.01.22 8:30:11,7;0,3063;A AC;0,3063;A AC;19.01.22 8:30:11,7;0,3063;A AC;Unstable;19.01.22 8:30:11,8
1321;0,3534;A AC;19.01.22 8:30:11,8;0:00:01,2;19.01.22 8:30:12,1;0,3706;A AC;0,361483333333333;A AC;19.01.22 8:30:12,4;0,35;A AC;Stable;19.01.22 8:30:13,0
1322;0,3415;A AC;19.01.22 8:30:13,0;0:00:02,2;19.01.22 8:30:13,0;0,3415;A AC;0,238131818181818;A AC;19.01.22 8:30:13,6;0,1402;A AC;Unstable;19.01.22 8:30:15,2
1323;0,2567;A AC;19.01.22 8:30:15,2;0:00:00,3;19.01.22 8:30:15,2;0,2567;A AC;0,2488;A AC;19.01.22 8:30:15,4;0,2412;A AC;Interval;19.01.22 8:30:15,5
1324;0,237;A AC;19.01.22 8:30:15,5;0:00:00,6;19.01.22 8:30:16,0;0,3428;A AC;0,246133333333333;A AC;19.01.22 8:30:15,8;0,2045;A AC;Unstable;19.01.22 8:30:16,1
1325;0,3774;A AC;19.01.22 8:30:16,1;0:00:01,4;19.01.22 8:30:17,2;0,394;A AC;0,390192857142857;A AC;19.01.22 8:30:17,4;0,3773;A AC;Stable;19.01.22 8:30:17,5
1326;0,2981;A AC;19.01.22 8:30:17,5;0:00:02,8;19.01.22 8:30:20,2;0,3223;A AC;0,233560714285714;A AC;19.01.22 8:30:17,8;0,1449;A AC;Unstable;19.01.22 8:30:20,3
1327;0,3744;A AC;19.01.22 8:30:20,3;0:00:00,1;19.01.22 8:30:20,3;0,3744;A AC;0,3744;A AC;19.01.22 8:30:20,3;0,3744;A AC;Interval;19.01.22 8:30:20,4
1328;0,3865;A AC;19.01.22 8:30:20,4;0:00:01,4;19.01.22 8:30:21,1;0,3941;A AC;0,389728571428571;A AC;19.01.22 8:30:21,7;0,3757;A AC;Stable;19.01.22 8:30:21,8
1329;0,3168;A AC;19.01.22 8:30:21,8;0:00:02,9;19.01.22 8:30:24,7;0,3569;A AC;0,236165517241379;A AC;19.01.22 8:30:22,2;0,1463;A AC;Unstable;19.01.22 8:30:24,8
1330;0,3819;A AC;19.01.22 8:30:24,8;0:00:00,7;19.01.22 8:30:25,4;0,3947;A AC;0,390757142857143;A AC;19.01.22 8:30:24,8;0,3819;A AC;Interval;19.01.22 8:30:25,5
1331;0,3904;A AC;19.01.22 8:30:25,5;0:00:03,5;19.01.22 8:30:25,8;0,3951;A AC;0,266257142857143;A AC;19.01.22 8:30:26,6;0,1443;A AC;Unstable;19.01.22 8:30:29,0
1332;0,3695;A AC;19.01.22 8:30:29,0;0:00:01,1;19.01.22 8:30:29,8;0,3937;A AC;0,388727272727273;A AC;19.01.22 8:30:29,0;0,3695;A AC;Stable;19.01.22 8:30:30,1
1333;0,3943;A AC;19.01.22 8:30:30,1;0:00:00,4;19.01.22 8:30:30,2;0,3945;A AC;0,393425;A AC;19.01.22 8:30:30,4;0,3919;A AC;Interval;19.01.22 8:30:30,5
1334;0,3547;A AC;19.01.22 8:30:30,5;0:00:01,2;19.01.22 8:30:30,5;0,3547;A AC;0,231625;A AC;19.01.22 8:30:30,9;0,143;A AC;Unstable;19.01.22 8:30:31,7
1335;0,2332;A AC;19.01.22 8:30:31,7;0:00:01,4;19.01.22 8:30:32,6;0,2537;A AC;0,238092857142857;A AC;19.01.22 8:30:31,9;0,2276;A AC;Stable;19.01.22 8:30:33,1
1336;0,2218;A AC;19.01.22 8:30:33,1;0:00:02,3;19.01.22 8:30:34,4;0,3944;A AC;0,33435652173913;A AC;19.01.22 8:30:35,3;0,1487;A AC;Unstable;19.01.22 8:30:35,4
1337;0,2079;A AC;19.01.22 8:30:35,4;0:00:00,1;19.01.22 8:30:35,4;0,2079;A AC;0,2079;A AC;19.01.22 8:30:35,4;0,2079;A AC;Interval;19.01.22 8:30:35,5
1338;0,2239;A AC;19.01.22 8:30:35,5;0:00:02,3;19.01.22 8:30:37,7;0,3571;A AC;0,244508695652174;A AC;19.01.22 8:30:37,5;0,211;A AC;Unstable;19.01.22 8:30:37,8
1339;0,3819;A AC;19.01.22 8:30:37,8;0:00:01,6;19.01.22 8:30:38,6;0,3948;A AC;0,39156875;A AC;19.01.22 8:30:37,8;0,3819;A AC;Stable;19.01.22 8:30:39,4
1340;0,3108;A AC;19.01.22 8:30:39,4;0:00:00,8;19.01.22 8:30:39,4;0,3108;A AC;0,2161625;A AC;19.01.22 8:30:39,7;0,1458;A AC;Unstable;19.01.22 8:30:40,2
1341;0,2597;A AC;19.01.22 8:30:40,2;0:00:00,2;19.01.22 8:30:40,2;0,2597;A AC;0,25725;A AC;19.01.22 8:30:40,3;0,2548;A AC;Interval;19.01.22 8:30:40,4
1342;0,2378;A AC;19.01.22 8:30:40,4;0:00:01,8;19.01.22 8:30:42,2;0,347;A AC;0,241944444444444;A AC;19.01.22 8:30:41,2;0,2054;A AC;Unstable;19.01.22 8:30:42,3
1343;0,3794;A AC;19.01.22 8:30:42,3;0:00:01,6;19.01.22 8:30:43,3;0,3944;A AC;0,39186875;A AC;19.01.22 8:30:42,3;0,3794;A AC;Stable;19.01.22 8:30:43,9
1344;0,3191;A AC;19.01.22 8:30:43,9;0:00:01,1;19.01.22 8:30:43,9;0,3191;A AC;0,225854545454545;A AC;19.01.22 8:30:44,2;0,145;A AC;Unstable;19.01.22 8:30:45,0
1345;0,2349;A AC;19.01.22 8:30:45,0;0:00:00,5;19.01.22 8:30:45,1;0,2509;A AC;0,23914;A AC;19.01.22 8:30:45,2;0,2318;A AC;Interval;19.01.22 8:30:45,5
1346;0,2267;A AC;19.01.22 8:30:45,5;0:00:01,2;19.01.22 8:30:46,6;0,3382;A AC;0,242325;A AC;19.01.22 8:30:45,6;0,2063;A AC;Unstable;19.01.22 8:30:46,7
1347;0,3777;A AC;19.01.22 8:30:46,7;0:00:01,7;19.01.22 8:30:48,2;0,3955;A AC;0,391635294117647;A AC;19.01.22 8:30:46,7;0,3777;A AC;Stable;19.01.22 8:30:48,4
