Configurations,Start Time,Stop Time
-v txact -w 14 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:37:38 CET 2022, Tue Jan 18 09:37:41 CET 2022
-v txact -w 16 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:37:41 CET 2022, Tue Jan 18 09:37:44 CET 2022
-v txact -w 18 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:37:44 CET 2022, Tue Jan 18 09:37:48 CET 2022
-v txact -w 20 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:37:48 CET 2022, Tue Jan 18 09:37:51 CET 2022
-v txact -w 22 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:37:51 CET 2022, Tue Jan 18 09:37:54 CET 2022
-v txact -w 24 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:37:54 CET 2022, Tue Jan 18 09:37:58 CET 2022
-v txact -w 26 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:37:58 CET 2022, Tue Jan 18 09:38:01 CET 2022
-v txact -w 28 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:01 CET 2022, Tue Jan 18 09:38:04 CET 2022
-v txact -w 30 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:04 CET 2022, Tue Jan 18 09:38:08 CET 2022
-v txact -w 32 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:08 CET 2022, Tue Jan 18 09:38:11 CET 2022
-v txact -w 34 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:11 CET 2022, Tue Jan 18 09:38:14 CET 2022
-v txact -w 36 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:14 CET 2022, Tue Jan 18 09:38:18 CET 2022
-v txact -w 38 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:18 CET 2022, Tue Jan 18 09:38:21 CET 2022
-v txact -w 40 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:21 CET 2022, Tue Jan 18 09:38:24 CET 2022
-v txact -w 42 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:24 CET 2022, Tue Jan 18 09:38:28 CET 2022
-v txact -w 44 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:28 CET 2022, Tue Jan 18 09:38:31 CET 2022
-v txact -w 46 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:31 CET 2022, Tue Jan 18 09:38:35 CET 2022
-v txact -w 48 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:35 CET 2022, Tue Jan 18 09:38:38 CET 2022
-v txact -w 50 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:38 CET 2022, Tue Jan 18 09:38:41 CET 2022
-v txact -w 52 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:41 CET 2022, Tue Jan 18 09:38:45 CET 2022
-v txact -w 54 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:45 CET 2022, Tue Jan 18 09:38:48 CET 2022
-v txact -w 56 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:48 CET 2022, Tue Jan 18 09:38:51 CET 2022
-v txact -w 58 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:51 CET 2022, Tue Jan 18 09:38:55 CET 2022
-v txact -w 60 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:55 CET 2022, Tue Jan 18 09:38:58 CET 2022
-v txact -w 62 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:38:58 CET 2022, Tue Jan 18 09:39:02 CET 2022
-v txact -w 64 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:39:02 CET 2022, Tue Jan 18 09:39:05 CET 2022
-v txact -w 1 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:39:05 CET 2022, Tue Jan 18 09:39:18 CET 2022
-v txact -w 2 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:39:18 CET 2022, Tue Jan 18 09:39:24 CET 2022
-v txact -w 4 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:39:24 CET 2022, Tue Jan 18 09:39:29 CET 2022
-v txact -w 6 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:39:29 CET 2022, Tue Jan 18 09:39:33 CET 2022
-v txact -w 8 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:39:33 CET 2022, Tue Jan 18 09:39:37 CET 2022
-v txact -w 10 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:39:37 CET 2022, Tue Jan 18 09:39:40 CET 2022
-v txact -w 12 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:39:40 CET 2022, Tue Jan 18 09:39:43 CET 2022
-v txact -w 14 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:39:43 CET 2022, Tue Jan 18 09:39:47 CET 2022
-v txact -w 16 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:39:47 CET 2022, Tue Jan 18 09:39:50 CET 2022
-v txact -w 18 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:39:50 CET 2022, Tue Jan 18 09:39:53 CET 2022
-v txact -w 20 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:39:53 CET 2022, Tue Jan 18 09:39:57 CET 2022
-v txact -w 22 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:39:57 CET 2022, Tue Jan 18 09:40:00 CET 2022
-v txact -w 24 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:00 CET 2022, Tue Jan 18 09:40:03 CET 2022
-v txact -w 26 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:03 CET 2022, Tue Jan 18 09:40:07 CET 2022
-v txact -w 28 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:07 CET 2022, Tue Jan 18 09:40:10 CET 2022
-v txact -w 30 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:10 CET 2022, Tue Jan 18 09:40:13 CET 2022
-v txact -w 32 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:13 CET 2022, Tue Jan 18 09:40:17 CET 2022
-v txact -w 34 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:17 CET 2022, Tue Jan 18 09:40:20 CET 2022
-v txact -w 36 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:20 CET 2022, Tue Jan 18 09:40:23 CET 2022
-v txact -w 38 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:23 CET 2022, Tue Jan 18 09:40:27 CET 2022
-v txact -w 40 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:27 CET 2022, Tue Jan 18 09:40:30 CET 2022
-v txact -w 42 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:30 CET 2022, Tue Jan 18 09:40:33 CET 2022
-v txact -w 44 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:33 CET 2022, Tue Jan 18 09:40:37 CET 2022
-v txact -w 46 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:37 CET 2022, Tue Jan 18 09:40:40 CET 2022
-v txact -w 48 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:40 CET 2022, Tue Jan 18 09:40:43 CET 2022
-v txact -w 50 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:43 CET 2022, Tue Jan 18 09:40:47 CET 2022
-v txact -w 52 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:47 CET 2022, Tue Jan 18 09:40:50 CET 2022
-v txact -w 54 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:50 CET 2022, Tue Jan 18 09:40:54 CET 2022
-v txact -w 56 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:54 CET 2022, Tue Jan 18 09:40:57 CET 2022
-v txact -w 58 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:40:57 CET 2022, Tue Jan 18 09:41:01 CET 2022
-v txact -w 60 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:01 CET 2022, Tue Jan 18 09:41:04 CET 2022
-v txact -w 62 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:04 CET 2022, Tue Jan 18 09:41:07 CET 2022
-v txact -w 64 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:07 CET 2022, Tue Jan 18 09:41:11 CET 2022
-v txact -w 1 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:11 CET 2022, Tue Jan 18 09:41:24 CET 2022
-v txact -w 2 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:24 CET 2022, Tue Jan 18 09:41:31 CET 2022
-v txact -w 4 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:31 CET 2022, Tue Jan 18 09:41:35 CET 2022
-v txact -w 6 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:35 CET 2022, Tue Jan 18 09:41:39 CET 2022
-v txact -w 8 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:39 CET 2022, Tue Jan 18 09:41:43 CET 2022
-v txact -w 10 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:43 CET 2022, Tue Jan 18 09:41:46 CET 2022
-v txact -w 12 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:46 CET 2022, Tue Jan 18 09:41:49 CET 2022
-v txact -w 14 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:49 CET 2022, Tue Jan 18 09:41:52 CET 2022
-v txact -w 16 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:52 CET 2022, Tue Jan 18 09:41:55 CET 2022
-v txact -w 18 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:55 CET 2022, Tue Jan 18 09:41:59 CET 2022
-v txact -w 20 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:41:59 CET 2022, Tue Jan 18 09:42:02 CET 2022
-v txact -w 22 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:02 CET 2022, Tue Jan 18 09:42:05 CET 2022
-v txact -w 24 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:05 CET 2022, Tue Jan 18 09:42:09 CET 2022
-v txact -w 26 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:09 CET 2022, Tue Jan 18 09:42:12 CET 2022
-v txact -w 28 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:12 CET 2022, Tue Jan 18 09:42:15 CET 2022
-v txact -w 30 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:15 CET 2022, Tue Jan 18 09:42:19 CET 2022
-v txact -w 32 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:19 CET 2022, Tue Jan 18 09:42:22 CET 2022
-v txact -w 34 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:22 CET 2022, Tue Jan 18 09:42:25 CET 2022
-v txact -w 36 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:25 CET 2022, Tue Jan 18 09:42:29 CET 2022
-v txact -w 38 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:29 CET 2022, Tue Jan 18 09:42:32 CET 2022
-v txact -w 40 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:32 CET 2022, Tue Jan 18 09:42:35 CET 2022
-v txact -w 42 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:35 CET 2022, Tue Jan 18 09:42:39 CET 2022
-v txact -w 44 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:39 CET 2022, Tue Jan 18 09:42:42 CET 2022
-v txact -w 46 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:42 CET 2022, Tue Jan 18 09:42:45 CET 2022
-v txact -w 48 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:45 CET 2022, Tue Jan 18 09:42:49 CET 2022
-v txact -w 50 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:49 CET 2022, Tue Jan 18 09:42:52 CET 2022
-v txact -w 52 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:52 CET 2022, Tue Jan 18 09:42:55 CET 2022
-v txact -w 54 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:55 CET 2022, Tue Jan 18 09:42:59 CET 2022
-v txact -w 56 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:42:59 CET 2022, Tue Jan 18 09:43:02 CET 2022
-v txact -w 58 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:43:02 CET 2022, Tue Jan 18 09:43:05 CET 2022
-v txact -w 60 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:43:06 CET 2022, Tue Jan 18 09:43:09 CET 2022
-v txact -w 62 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:43:09 CET 2022, Tue Jan 18 09:43:12 CET 2022
-v txact -w 64 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:43:12 CET 2022, Tue Jan 18 09:43:16 CET 2022
-v txact -w 1 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:43:16 CET 2022, Tue Jan 18 09:43:29 CET 2022
-v txact -w 2 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:43:29 CET 2022, Tue Jan 18 09:43:36 CET 2022
-v txact -w 4 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:43:36 CET 2022, Tue Jan 18 09:43:41 CET 2022
-v txact -w 6 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:43:41 CET 2022, Tue Jan 18 09:43:45 CET 2022
-v txact -w 8 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:43:45 CET 2022, Tue Jan 18 09:43:48 CET 2022
-v txact -w 10 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:43:48 CET 2022, Tue Jan 18 09:43:51 CET 2022
-v txact -w 12 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:43:51 CET 2022, Tue Jan 18 09:43:55 CET 2022
-v txact -w 14 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:43:55 CET 2022, Tue Jan 18 09:43:58 CET 2022
-v txact -w 16 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:43:58 CET 2022, Tue Jan 18 09:44:01 CET 2022
-v txact -w 18 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:01 CET 2022, Tue Jan 18 09:44:05 CET 2022
-v txact -w 20 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:05 CET 2022, Tue Jan 18 09:44:08 CET 2022
-v txact -w 22 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:08 CET 2022, Tue Jan 18 09:44:11 CET 2022
-v txact -w 24 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:11 CET 2022, Tue Jan 18 09:44:15 CET 2022
-v txact -w 26 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:15 CET 2022, Tue Jan 18 09:44:18 CET 2022
-v txact -w 28 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:18 CET 2022, Tue Jan 18 09:44:21 CET 2022
-v txact -w 30 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:21 CET 2022, Tue Jan 18 09:44:25 CET 2022
-v txact -w 32 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:25 CET 2022, Tue Jan 18 09:44:28 CET 2022
-v txact -w 34 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:28 CET 2022, Tue Jan 18 09:44:31 CET 2022
-v txact -w 36 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:31 CET 2022, Tue Jan 18 09:44:35 CET 2022
-v txact -w 38 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:35 CET 2022, Tue Jan 18 09:44:38 CET 2022
-v txact -w 40 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:38 CET 2022, Tue Jan 18 09:44:41 CET 2022
-v txact -w 42 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:41 CET 2022, Tue Jan 18 09:44:45 CET 2022
-v txact -w 44 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:45 CET 2022, Tue Jan 18 09:44:48 CET 2022
-v txact -w 46 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:48 CET 2022, Tue Jan 18 09:44:51 CET 2022
-v txact -w 48 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:51 CET 2022, Tue Jan 18 09:44:55 CET 2022
-v txact -w 50 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:55 CET 2022, Tue Jan 18 09:44:58 CET 2022
-v txact -w 52 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:44:58 CET 2022, Tue Jan 18 09:45:02 CET 2022
-v txact -w 54 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:45:02 CET 2022, Tue Jan 18 09:45:05 CET 2022
-v txact -w 56 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:45:05 CET 2022, Tue Jan 18 09:45:08 CET 2022
-v txact -w 58 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:45:08 CET 2022, Tue Jan 18 09:45:12 CET 2022
-v txact -w 60 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:45:12 CET 2022, Tue Jan 18 09:45:15 CET 2022
-v txact -w 62 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:45:15 CET 2022, Tue Jan 18 09:45:18 CET 2022
-v txact -w 64 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:45:18 CET 2022, Tue Jan 18 09:45:22 CET 2022
-v txact -w 1 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:45:22 CET 2022, Tue Jan 18 09:45:35 CET 2022
-v txact -w 2 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:45:35 CET 2022, Tue Jan 18 09:45:42 CET 2022
-v txact -w 4 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:45:42 CET 2022, Tue Jan 18 09:45:46 CET 2022
-v txact -w 6 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:45:46 CET 2022, Tue Jan 18 09:45:50 CET 2022
-v txact -w 8 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:45:50 CET 2022, Tue Jan 18 09:45:53 CET 2022
-v txact -w 10 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:45:53 CET 2022, Tue Jan 18 09:45:57 CET 2022
-v txact -w 12 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:45:57 CET 2022, Tue Jan 18 09:46:00 CET 2022
-v txact -w 14 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:00 CET 2022, Tue Jan 18 09:46:03 CET 2022
-v txact -w 16 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:03 CET 2022, Tue Jan 18 09:46:06 CET 2022
-v txact -w 18 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:06 CET 2022, Tue Jan 18 09:46:10 CET 2022
-v txact -w 20 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:10 CET 2022, Tue Jan 18 09:46:13 CET 2022
-v txact -w 22 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:13 CET 2022, Tue Jan 18 09:46:16 CET 2022
-v txact -w 24 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:16 CET 2022, Tue Jan 18 09:46:20 CET 2022
-v txact -w 26 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:20 CET 2022, Tue Jan 18 09:46:23 CET 2022
-v txact -w 28 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:23 CET 2022, Tue Jan 18 09:46:26 CET 2022
-v txact -w 30 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:26 CET 2022, Tue Jan 18 09:46:30 CET 2022
-v txact -w 32 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:30 CET 2022, Tue Jan 18 09:46:33 CET 2022
-v txact -w 34 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:33 CET 2022, Tue Jan 18 09:46:36 CET 2022
-v txact -w 36 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:36 CET 2022, Tue Jan 18 09:46:40 CET 2022
-v txact -w 38 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:40 CET 2022, Tue Jan 18 09:46:43 CET 2022
-v txact -w 40 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:43 CET 2022, Tue Jan 18 09:46:46 CET 2022
-v txact -w 42 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:46 CET 2022, Tue Jan 18 09:46:50 CET 2022
-v txact -w 44 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:50 CET 2022, Tue Jan 18 09:46:53 CET 2022
-v txact -w 46 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:53 CET 2022, Tue Jan 18 09:46:56 CET 2022
-v txact -w 48 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:46:56 CET 2022, Tue Jan 18 09:47:00 CET 2022
-v txact -w 50 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:00 CET 2022, Tue Jan 18 09:47:03 CET 2022
-v txact -w 52 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:03 CET 2022, Tue Jan 18 09:47:06 CET 2022
-v txact -w 54 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:06 CET 2022, Tue Jan 18 09:47:10 CET 2022
-v txact -w 56 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:10 CET 2022, Tue Jan 18 09:47:13 CET 2022
-v txact -w 58 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:13 CET 2022, Tue Jan 18 09:47:17 CET 2022
-v txact -w 60 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:17 CET 2022, Tue Jan 18 09:47:20 CET 2022
-v txact -w 62 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:20 CET 2022, Tue Jan 18 09:47:23 CET 2022
-v txact -w 64 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:23 CET 2022, Tue Jan 18 09:47:27 CET 2022
-v txact -w 1 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:27 CET 2022, Tue Jan 18 09:47:40 CET 2022
-v txact -w 2 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:40 CET 2022, Tue Jan 18 09:47:46 CET 2022
-v txact -w 4 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:46 CET 2022, Tue Jan 18 09:47:51 CET 2022
-v txact -w 6 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:51 CET 2022, Tue Jan 18 09:47:54 CET 2022
-v txact -w 8 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:54 CET 2022, Tue Jan 18 09:47:58 CET 2022
-v txact -w 10 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:47:58 CET 2022, Tue Jan 18 09:48:01 CET 2022
-v txact -w 12 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:01 CET 2022, Tue Jan 18 09:48:04 CET 2022
-v txact -w 14 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:04 CET 2022, Tue Jan 18 09:48:07 CET 2022
-v txact -w 16 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:07 CET 2022, Tue Jan 18 09:48:11 CET 2022
-v txact -w 18 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:11 CET 2022, Tue Jan 18 09:48:14 CET 2022
-v txact -w 20 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:14 CET 2022, Tue Jan 18 09:48:17 CET 2022
-v txact -w 22 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:17 CET 2022, Tue Jan 18 09:48:21 CET 2022
-v txact -w 24 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:21 CET 2022, Tue Jan 18 09:48:24 CET 2022
-v txact -w 26 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:24 CET 2022, Tue Jan 18 09:48:27 CET 2022
-v txact -w 28 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:27 CET 2022, Tue Jan 18 09:48:31 CET 2022
-v txact -w 30 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:31 CET 2022, Tue Jan 18 09:48:34 CET 2022
-v txact -w 32 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:34 CET 2022, Tue Jan 18 09:48:37 CET 2022
-v txact -w 34 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:37 CET 2022, Tue Jan 18 09:48:41 CET 2022
-v txact -w 36 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:41 CET 2022, Tue Jan 18 09:48:44 CET 2022
-v txact -w 38 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:44 CET 2022, Tue Jan 18 09:48:47 CET 2022
-v txact -w 40 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:47 CET 2022, Tue Jan 18 09:48:51 CET 2022
-v txact -w 42 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:51 CET 2022, Tue Jan 18 09:48:54 CET 2022
-v txact -w 44 -s 1 -t 1000 -r 50 -n 10 -p 5, Tue Jan 18 09:48:54 CET 2022, Tue Jan 18 09:48:57 CET 2022
