Configurations,Start Time,Stop Time
-v txact -w 54 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:50:17 CET 2022, Wed Jan 19 08:50:20 CET 2022
-v txact -w 56 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:50:20 CET 2022, Wed Jan 19 08:50:24 CET 2022
-v txact -w 58 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:50:24 CET 2022, Wed Jan 19 08:50:27 CET 2022
-v txact -w 60 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:50:27 CET 2022, Wed Jan 19 08:50:30 CET 2022
-v txact -w 62 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:50:30 CET 2022, Wed Jan 19 08:50:34 CET 2022
-v txact -w 64 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:50:34 CET 2022, Wed Jan 19 08:50:37 CET 2022
-v txact -w 1 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:50:37 CET 2022, Wed Jan 19 08:50:50 CET 2022
-v txact -w 2 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:50:50 CET 2022, Wed Jan 19 08:50:57 CET 2022
-v txact -w 4 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:50:57 CET 2022, Wed Jan 19 08:51:02 CET 2022
-v txact -w 6 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:02 CET 2022, Wed Jan 19 08:51:06 CET 2022
-v txact -w 8 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:06 CET 2022, Wed Jan 19 08:51:09 CET 2022
-v txact -w 10 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:09 CET 2022, Wed Jan 19 08:51:13 CET 2022
-v txact -w 12 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:13 CET 2022, Wed Jan 19 08:51:16 CET 2022
-v txact -w 14 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:16 CET 2022, Wed Jan 19 08:51:19 CET 2022
-v txact -w 16 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:19 CET 2022, Wed Jan 19 08:51:22 CET 2022
-v txact -w 18 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:22 CET 2022, Wed Jan 19 08:51:26 CET 2022
-v txact -w 20 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:26 CET 2022, Wed Jan 19 08:51:29 CET 2022
-v txact -w 22 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:29 CET 2022, Wed Jan 19 08:51:32 CET 2022
-v txact -w 24 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:32 CET 2022, Wed Jan 19 08:51:36 CET 2022
-v txact -w 26 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:36 CET 2022, Wed Jan 19 08:51:39 CET 2022
-v txact -w 28 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:39 CET 2022, Wed Jan 19 08:51:42 CET 2022
-v txact -w 30 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:42 CET 2022, Wed Jan 19 08:51:46 CET 2022
-v txact -w 32 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:46 CET 2022, Wed Jan 19 08:51:49 CET 2022
-v txact -w 34 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:49 CET 2022, Wed Jan 19 08:51:52 CET 2022
-v txact -w 36 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:52 CET 2022, Wed Jan 19 08:51:56 CET 2022
-v txact -w 38 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:56 CET 2022, Wed Jan 19 08:51:59 CET 2022
-v txact -w 40 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:51:59 CET 2022, Wed Jan 19 08:52:02 CET 2022
-v txact -w 42 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:02 CET 2022, Wed Jan 19 08:52:06 CET 2022
-v txact -w 44 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:06 CET 2022, Wed Jan 19 08:52:09 CET 2022
-v txact -w 46 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:09 CET 2022, Wed Jan 19 08:52:13 CET 2022
-v txact -w 48 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:13 CET 2022, Wed Jan 19 08:52:16 CET 2022
-v txact -w 50 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:16 CET 2022, Wed Jan 19 08:52:19 CET 2022
-v txact -w 52 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:19 CET 2022, Wed Jan 19 08:52:23 CET 2022
-v txact -w 54 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:23 CET 2022, Wed Jan 19 08:52:26 CET 2022
-v txact -w 56 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:26 CET 2022, Wed Jan 19 08:52:29 CET 2022
-v txact -w 58 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:29 CET 2022, Wed Jan 19 08:52:33 CET 2022
-v txact -w 60 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:33 CET 2022, Wed Jan 19 08:52:36 CET 2022
-v txact -w 62 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:36 CET 2022, Wed Jan 19 08:52:40 CET 2022
-v txact -w 64 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:40 CET 2022, Wed Jan 19 08:52:43 CET 2022
-v txact -w 1 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:43 CET 2022, Wed Jan 19 08:52:56 CET 2022
-v txact -w 2 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:52:56 CET 2022, Wed Jan 19 08:53:03 CET 2022
-v txact -w 4 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:03 CET 2022, Wed Jan 19 08:53:07 CET 2022
-v txact -w 6 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:07 CET 2022, Wed Jan 19 08:53:11 CET 2022
-v txact -w 8 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:11 CET 2022, Wed Jan 19 08:53:15 CET 2022
-v txact -w 10 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:15 CET 2022, Wed Jan 19 08:53:18 CET 2022
-v txact -w 12 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:18 CET 2022, Wed Jan 19 08:53:21 CET 2022
-v txact -w 14 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:21 CET 2022, Wed Jan 19 08:53:25 CET 2022
-v txact -w 16 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:25 CET 2022, Wed Jan 19 08:53:28 CET 2022
-v txact -w 18 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:28 CET 2022, Wed Jan 19 08:53:31 CET 2022
-v txact -w 20 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:31 CET 2022, Wed Jan 19 08:53:35 CET 2022
-v txact -w 22 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:35 CET 2022, Wed Jan 19 08:53:38 CET 2022
-v txact -w 24 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:38 CET 2022, Wed Jan 19 08:53:41 CET 2022
-v txact -w 26 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:41 CET 2022, Wed Jan 19 08:53:45 CET 2022
-v txact -w 28 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:45 CET 2022, Wed Jan 19 08:53:48 CET 2022
-v txact -w 30 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:48 CET 2022, Wed Jan 19 08:53:51 CET 2022
-v txact -w 32 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:51 CET 2022, Wed Jan 19 08:53:55 CET 2022
-v txact -w 34 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:55 CET 2022, Wed Jan 19 08:53:58 CET 2022
-v txact -w 36 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:53:58 CET 2022, Wed Jan 19 08:54:01 CET 2022
-v txact -w 38 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:01 CET 2022, Wed Jan 19 08:54:05 CET 2022
-v txact -w 40 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:05 CET 2022, Wed Jan 19 08:54:08 CET 2022
-v txact -w 42 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:08 CET 2022, Wed Jan 19 08:54:11 CET 2022
-v txact -w 44 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:11 CET 2022, Wed Jan 19 08:54:15 CET 2022
-v txact -w 46 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:15 CET 2022, Wed Jan 19 08:54:18 CET 2022
-v txact -w 48 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:18 CET 2022, Wed Jan 19 08:54:22 CET 2022
-v txact -w 50 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:22 CET 2022, Wed Jan 19 08:54:25 CET 2022
-v txact -w 52 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:25 CET 2022, Wed Jan 19 08:54:28 CET 2022
-v txact -w 54 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:28 CET 2022, Wed Jan 19 08:54:32 CET 2022
-v txact -w 56 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:32 CET 2022, Wed Jan 19 08:54:35 CET 2022
-v txact -w 58 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:35 CET 2022, Wed Jan 19 08:54:39 CET 2022
-v txact -w 60 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:39 CET 2022, Wed Jan 19 08:54:42 CET 2022
-v txact -w 62 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:42 CET 2022, Wed Jan 19 08:54:45 CET 2022
-v txact -w 64 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:45 CET 2022, Wed Jan 19 08:54:49 CET 2022
-v txact -w 1 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:54:49 CET 2022, Wed Jan 19 08:55:02 CET 2022
-v txact -w 2 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:02 CET 2022, Wed Jan 19 08:55:09 CET 2022
-v txact -w 4 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:09 CET 2022, Wed Jan 19 08:55:14 CET 2022
-v txact -w 6 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:14 CET 2022, Wed Jan 19 08:55:18 CET 2022
-v txact -w 8 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:18 CET 2022, Wed Jan 19 08:55:21 CET 2022
-v txact -w 10 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:21 CET 2022, Wed Jan 19 08:55:24 CET 2022
-v txact -w 12 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:24 CET 2022, Wed Jan 19 08:55:28 CET 2022
-v txact -w 14 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:28 CET 2022, Wed Jan 19 08:55:31 CET 2022
-v txact -w 16 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:31 CET 2022, Wed Jan 19 08:55:34 CET 2022
-v txact -w 18 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:34 CET 2022, Wed Jan 19 08:55:37 CET 2022
-v txact -w 20 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:37 CET 2022, Wed Jan 19 08:55:41 CET 2022
-v txact -w 22 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:41 CET 2022, Wed Jan 19 08:55:44 CET 2022
-v txact -w 24 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:44 CET 2022, Wed Jan 19 08:55:47 CET 2022
-v txact -w 26 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:47 CET 2022, Wed Jan 19 08:55:51 CET 2022
-v txact -w 28 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:51 CET 2022, Wed Jan 19 08:55:54 CET 2022
-v txact -w 30 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:54 CET 2022, Wed Jan 19 08:55:57 CET 2022
-v txact -w 32 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:55:57 CET 2022, Wed Jan 19 08:56:01 CET 2022
-v txact -w 34 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:01 CET 2022, Wed Jan 19 08:56:04 CET 2022
-v txact -w 36 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:04 CET 2022, Wed Jan 19 08:56:07 CET 2022
-v txact -w 38 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:07 CET 2022, Wed Jan 19 08:56:11 CET 2022
-v txact -w 40 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:11 CET 2022, Wed Jan 19 08:56:14 CET 2022
-v txact -w 42 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:14 CET 2022, Wed Jan 19 08:56:17 CET 2022
-v txact -w 44 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:17 CET 2022, Wed Jan 19 08:56:21 CET 2022
-v txact -w 46 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:21 CET 2022, Wed Jan 19 08:56:24 CET 2022
-v txact -w 48 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:24 CET 2022, Wed Jan 19 08:56:28 CET 2022
-v txact -w 50 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:28 CET 2022, Wed Jan 19 08:56:31 CET 2022
-v txact -w 52 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:31 CET 2022, Wed Jan 19 08:56:34 CET 2022
-v txact -w 54 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:34 CET 2022, Wed Jan 19 08:56:38 CET 2022
-v txact -w 56 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:38 CET 2022, Wed Jan 19 08:56:41 CET 2022
-v txact -w 58 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:41 CET 2022, Wed Jan 19 08:56:45 CET 2022
-v txact -w 60 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:45 CET 2022, Wed Jan 19 08:56:48 CET 2022
-v txact -w 62 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:48 CET 2022, Wed Jan 19 08:56:51 CET 2022
-v txact -w 64 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:51 CET 2022, Wed Jan 19 08:56:55 CET 2022
-v txact -w 1 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:56:55 CET 2022, Wed Jan 19 08:57:08 CET 2022
-v txact -w 2 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:08 CET 2022, Wed Jan 19 08:57:15 CET 2022
-v txact -w 4 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:15 CET 2022, Wed Jan 19 08:57:19 CET 2022
-v txact -w 6 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:19 CET 2022, Wed Jan 19 08:57:23 CET 2022
-v txact -w 8 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:23 CET 2022, Wed Jan 19 08:57:27 CET 2022
-v txact -w 10 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:27 CET 2022, Wed Jan 19 08:57:30 CET 2022
-v txact -w 12 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:30 CET 2022, Wed Jan 19 08:57:33 CET 2022
-v txact -w 14 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:33 CET 2022, Wed Jan 19 08:57:36 CET 2022
-v txact -w 16 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:36 CET 2022, Wed Jan 19 08:57:40 CET 2022
-v txact -w 18 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:40 CET 2022, Wed Jan 19 08:57:43 CET 2022
-v txact -w 20 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:43 CET 2022, Wed Jan 19 08:57:46 CET 2022
-v txact -w 22 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:46 CET 2022, Wed Jan 19 08:57:50 CET 2022
-v txact -w 24 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:50 CET 2022, Wed Jan 19 08:57:53 CET 2022
-v txact -w 26 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:53 CET 2022, Wed Jan 19 08:57:56 CET 2022
-v txact -w 28 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:57:56 CET 2022, Wed Jan 19 08:58:00 CET 2022
-v txact -w 30 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:00 CET 2022, Wed Jan 19 08:58:03 CET 2022
-v txact -w 32 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:03 CET 2022, Wed Jan 19 08:58:06 CET 2022
-v txact -w 34 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:06 CET 2022, Wed Jan 19 08:58:10 CET 2022
-v txact -w 36 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:10 CET 2022, Wed Jan 19 08:58:13 CET 2022
-v txact -w 38 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:13 CET 2022, Wed Jan 19 08:58:16 CET 2022
-v txact -w 40 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:16 CET 2022, Wed Jan 19 08:58:20 CET 2022
-v txact -w 42 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:20 CET 2022, Wed Jan 19 08:58:23 CET 2022
-v txact -w 44 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:23 CET 2022, Wed Jan 19 08:58:27 CET 2022
-v txact -w 46 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:27 CET 2022, Wed Jan 19 08:58:30 CET 2022
-v txact -w 48 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:30 CET 2022, Wed Jan 19 08:58:33 CET 2022
-v txact -w 50 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:33 CET 2022, Wed Jan 19 08:58:37 CET 2022
-v txact -w 52 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:37 CET 2022, Wed Jan 19 08:58:40 CET 2022
-v txact -w 54 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:40 CET 2022, Wed Jan 19 08:58:43 CET 2022
-v txact -w 56 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:43 CET 2022, Wed Jan 19 08:58:47 CET 2022
-v txact -w 58 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:47 CET 2022, Wed Jan 19 08:58:50 CET 2022
-v txact -w 60 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:50 CET 2022, Wed Jan 19 08:58:54 CET 2022
-v txact -w 62 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:54 CET 2022, Wed Jan 19 08:58:57 CET 2022
-v txact -w 64 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:58:57 CET 2022, Wed Jan 19 08:59:00 CET 2022
-v txact -w 1 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:00 CET 2022, Wed Jan 19 08:59:14 CET 2022
-v txact -w 2 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:14 CET 2022, Wed Jan 19 08:59:21 CET 2022
-v txact -w 4 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:21 CET 2022, Wed Jan 19 08:59:26 CET 2022
-v txact -w 6 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:26 CET 2022, Wed Jan 19 08:59:29 CET 2022
-v txact -w 8 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:29 CET 2022, Wed Jan 19 08:59:33 CET 2022
-v txact -w 10 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:33 CET 2022, Wed Jan 19 08:59:36 CET 2022
-v txact -w 12 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:36 CET 2022, Wed Jan 19 08:59:39 CET 2022
-v txact -w 14 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:39 CET 2022, Wed Jan 19 08:59:43 CET 2022
-v txact -w 16 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:43 CET 2022, Wed Jan 19 08:59:46 CET 2022
-v txact -w 18 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:46 CET 2022, Wed Jan 19 08:59:49 CET 2022
-v txact -w 20 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:49 CET 2022, Wed Jan 19 08:59:53 CET 2022
-v txact -w 22 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:53 CET 2022, Wed Jan 19 08:59:56 CET 2022
-v txact -w 24 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:56 CET 2022, Wed Jan 19 08:59:59 CET 2022
-v txact -w 26 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 08:59:59 CET 2022, Wed Jan 19 09:00:02 CET 2022
-v txact -w 28 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:02 CET 2022, Wed Jan 19 09:00:06 CET 2022
-v txact -w 30 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:06 CET 2022, Wed Jan 19 09:00:09 CET 2022
-v txact -w 32 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:09 CET 2022, Wed Jan 19 09:00:12 CET 2022
-v txact -w 34 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:12 CET 2022, Wed Jan 19 09:00:16 CET 2022
-v txact -w 36 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:16 CET 2022, Wed Jan 19 09:00:19 CET 2022
-v txact -w 38 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:19 CET 2022, Wed Jan 19 09:00:22 CET 2022
-v txact -w 40 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:22 CET 2022, Wed Jan 19 09:00:26 CET 2022
-v txact -w 42 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:26 CET 2022, Wed Jan 19 09:00:29 CET 2022
-v txact -w 44 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:29 CET 2022, Wed Jan 19 09:00:33 CET 2022
-v txact -w 46 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:33 CET 2022, Wed Jan 19 09:00:36 CET 2022
-v txact -w 48 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:36 CET 2022, Wed Jan 19 09:00:39 CET 2022
-v txact -w 50 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:39 CET 2022, Wed Jan 19 09:00:43 CET 2022
-v txact -w 52 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:43 CET 2022, Wed Jan 19 09:00:46 CET 2022
-v txact -w 54 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:46 CET 2022, Wed Jan 19 09:00:50 CET 2022
-v txact -w 56 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:50 CET 2022, Wed Jan 19 09:00:53 CET 2022
-v txact -w 58 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:53 CET 2022, Wed Jan 19 09:00:56 CET 2022
-v txact -w 60 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:00:56 CET 2022, Wed Jan 19 09:01:00 CET 2022
-v txact -w 62 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:01:00 CET 2022, Wed Jan 19 09:01:03 CET 2022
-v txact -w 64 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:01:03 CET 2022, Wed Jan 19 09:01:07 CET 2022
-v txact -w 1 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:01:07 CET 2022, Wed Jan 19 09:01:20 CET 2022
-v txact -w 2 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:01:20 CET 2022, Wed Jan 19 09:01:27 CET 2022
-v txact -w 4 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:01:27 CET 2022, Wed Jan 19 09:01:32 CET 2022
-v txact -w 6 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:01:32 CET 2022, Wed Jan 19 09:01:35 CET 2022
-v txact -w 8 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:01:35 CET 2022, Wed Jan 19 09:01:39 CET 2022
-v txact -w 10 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:01:39 CET 2022, Wed Jan 19 09:01:42 CET 2022
-v txact -w 12 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:01:42 CET 2022, Wed Jan 19 09:01:45 CET 2022
-v txact -w 14 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:01:45 CET 2022, Wed Jan 19 09:01:48 CET 2022
-v txact -w 16 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:01:48 CET 2022, Wed Jan 19 09:01:52 CET 2022
-v txact -w 18 -s 1 -t 1000 -r 50 -n 10 -p 5, Wed Jan 19 09:01:52 CET 2022, Wed Jan 19 09:01:55 CET 2022
