Reading;Sample;;Start Time;Duration;Max Time;Max;;Average;;Min Time;Min;;Description;Stop Time
605;0,3547;A AC;18.01.22 9:03:23,3;0:00:02,0;18.01.22 9:03:23,3;0,3547;A AC;0,231915;A AC;18.01.22 9:03:23,7;0,1441;A AC;Unstable;18.01.22 9:03:25,3
606;0,2494;A AC;18.01.22 9:03:25,3;0:00:00,1;18.01.22 9:03:25,3;0,2494;A AC;0,2494;A AC;18.01.22 9:03:25,3;0,2494;A AC;Interval;18.01.22 9:03:25,4
607;0,2501;A AC;18.01.22 9:03:25,4;0:00:00,8;18.01.22 9:03:26,1;0,3249;A AC;0,2470625;A AC;18.01.22 9:03:25,9;0,2257;A AC;Unstable;18.01.22 9:03:26,2
608;0,3749;A AC;18.01.22 9:03:26,2;0:00:01,4;18.01.22 9:03:27,2;0,3941;A AC;0,390128571428571;A AC;18.01.22 9:03:26,2;0,3749;A AC;Stable;18.01.22 9:03:27,6
609;0,3202;A AC;18.01.22 9:03:27,6;0:00:02,4;18.01.22 9:03:27,6;0,3202;A AC;0,23215;A AC;18.01.22 9:03:27,9;0,1485;A AC;Unstable;18.01.22 9:03:30,0
610;0,2275;A AC;18.01.22 9:03:30,0;0:00:00,3;18.01.22 9:03:30,2;0,2385;A AC;0,230966666666667;A AC;18.01.22 9:03:30,1;0,2269;A AC;Interval;18.01.22 9:03:30,3
611;0,3342;A AC;18.01.22 9:03:30,3;0:00:00,1;18.01.22 9:03:30,3;0,3342;A AC;0,3342;A AC;18.01.22 9:03:30,3;0,3342;A AC;Unstable;18.01.22 9:03:30,4
612;0,3764;A AC;18.01.22 9:03:30,4;0:00:01,5;18.01.22 9:03:31,1;0,3937;A AC;0,3887;A AC;18.01.22 9:03:31,8;0,37;A AC;Stable;18.01.22 9:03:31,9
613;0,3037;A AC;18.01.22 9:03:31,9;0:00:02,8;18.01.22 9:03:34,6;0,3225;A AC;0,233907142857143;A AC;18.01.22 9:03:32,2;0,1448;A AC;Unstable;18.01.22 9:03:34,7
614;0,3715;A AC;18.01.22 9:03:34,7;0:00:00,6;18.01.22 9:03:35,0;0,3935;A AC;0,386766666666667;A AC;18.01.22 9:03:34,7;0,3715;A AC;Interval;18.01.22 9:03:35,3
615;0,3917;A AC;18.01.22 9:03:35,3;0:00:01,0;18.01.22 9:03:35,9;0,3962;A AC;0,39197;A AC;18.01.22 9:03:36,3;0,3834;A AC;Stable;18.01.22 9:03:36,4
616;0,2926;A AC;18.01.22 9:03:36,4;0:00:02,8;18.01.22 9:03:39,1;0,358;A AC;0,236060714285714;A AC;18.01.22 9:03:36,7;0,1449;A AC;Unstable;18.01.22 9:03:39,2
617;0,3797;A AC;18.01.22 9:03:39,2;0:00:01,2;18.01.22 9:03:39,9;0,3941;A AC;0,390675;A AC;18.01.22 9:03:39,2;0,3797;A AC;Interval;18.01.22 9:03:40,4
618;0,3936;A AC;18.01.22 9:03:40,4;0:00:03,3;18.01.22 9:03:40,6;0,3939;A AC;0,252572727272727;A AC;18.01.22 9:03:41,1;0,1423;A AC;Unstable;18.01.22 9:03:43,7
619;0,3835;A AC;18.01.22 9:03:43,7;0:00:01,6;18.01.22 9:03:44,7;0,3951;A AC;0,39210625;A AC;18.01.22 9:03:43,7;0,3835;A AC;Interval;18.01.22 9:03:45,3
620;0,3424;A AC;18.01.22 9:03:45,3;0:00:02,9;18.01.22 9:03:48,1;0,3566;A AC;0,236710344827586;A AC;18.01.22 9:03:45,6;0,1513;A AC;Unstable;18.01.22 9:03:48,2
621;0,3819;A AC;18.01.22 9:03:48,2;0:00:01,6;18.01.22 9:03:49,4;0,3956;A AC;0,39223125;A AC;18.01.22 9:03:48,2;0,3819;A AC;Stable;18.01.22 9:03:49,8
622;0,2963;A AC;18.01.22 9:03:49,8;0:00:00,4;18.01.22 9:03:49,8;0,2963;A AC;0,214575;A AC;18.01.22 9:03:50,1;0,1454;A AC;Unstable;18.01.22 9:03:50,2
623;0,1738;A AC;18.01.22 9:03:50,2;0:00:00,1;18.01.22 9:03:50,2;0,1738;A AC;0,1738;A AC;18.01.22 9:03:50,2;0,1738;A AC;Interval;18.01.22 9:03:50,3
624;0,216;A AC;18.01.22 9:03:50,3;0:00:02,3;18.01.22 9:03:52,5;0,3361;A AC;0,240291304347826;A AC;18.01.22 9:03:51,5;0,2056;A AC;Unstable;18.01.22 9:03:52,6
625;0,3781;A AC;18.01.22 9:03:52,6;0:00:01,7;18.01.22 9:03:53,8;0,3947;A AC;0,391;A AC;18.01.22 9:03:52,6;0,3781;A AC;Stable;18.01.22 9:03:54,4
626;0,357;A AC;18.01.22 9:03:54,4;0:00:00,8;18.01.22 9:03:54,4;0,357;A AC;0,2235625;A AC;18.01.22 9:03:54,8;0,1477;A AC;Unstable;18.01.22 9:03:55,2
627;0,2571;A AC;18.01.22 9:03:55,2;0:00:00,2;18.01.22 9:03:55,3;0,2591;A AC;0,2581;A AC;18.01.22 9:03:55,2;0,2571;A AC;Interval;18.01.22 9:03:55,4
628;0,2473;A AC;18.01.22 9:03:55,4;0:00:01,8;18.01.22 9:03:57,1;0,3224;A AC;0,242122222222222;A AC;18.01.22 9:03:56,1;0,2126;A AC;Unstable;18.01.22 9:03:57,2
629;0,3763;A AC;18.01.22 9:03:57,2;0:00:01,8;18.01.22 9:03:58,3;0,3954;A AC;0,392244444444444;A AC;18.01.22 9:03:57,2;0,3763;A AC;Stable;18.01.22 9:03:59,0
630;0,3514;A AC;18.01.22 9:03:59,0;0:00:01,1;18.01.22 9:03:59,0;0,3514;A AC;0,230209090909091;A AC;18.01.22 9:03:59,4;0,1489;A AC;Unstable;18.01.22 9:04:00,1
631;0,233;A AC;18.01.22 9:04:00,1;0:00:00,3;18.01.22 9:04:00,3;0,2381;A AC;0,236266666666667;A AC;18.01.22 9:04:00,1;0,233;A AC;Interval;18.01.22 9:04:00,4
632;0,2339;A AC;18.01.22 9:04:00,4;0:00:01,5;18.01.22 9:04:01,8;0,3613;A AC;0,245286666666667;A AC;18.01.22 9:04:00,8;0,2104;A AC;Unstable;18.01.22 9:04:01,9
633;0,3849;A AC;18.01.22 9:04:01,9;0:00:01,7;18.01.22 9:04:03,3;0,3955;A AC;0,392864705882353;A AC;18.01.22 9:04:01,9;0,3849;A AC;Stable;18.01.22 9:04:03,6
634;0,2962;A AC;18.01.22 9:04:03,6;0:00:01,6;18.01.22 9:04:03,6;0,2962;A AC;0,2306875;A AC;18.01.22 9:04:03,9;0,1459;A AC;Unstable;18.01.22 9:04:05,2
635;0,2265;A AC;18.01.22 9:04:05,2;0:00:00,1;18.01.22 9:04:05,2;0,2265;A AC;0,2265;A AC;18.01.22 9:04:05,2;0,2265;A AC;Interval;18.01.22 9:04:05,3
636;0,2044;A AC;18.01.22 9:04:05,3;0:00:01,1;18.01.22 9:04:06,3;0,3416;A AC;0,244818181818182;A AC;18.01.22 9:04:05,3;0,2044;A AC;Unstable;18.01.22 9:04:06,4
637;0,3795;A AC;18.01.22 9:04:06,4;0:00:01,8;18.01.22 9:04:07,6;0,3947;A AC;0,391555555555556;A AC;18.01.22 9:04:06,4;0,3795;A AC;Stable;18.01.22 9:04:08,2
638;0,3149;A AC;18.01.22 9:04:08,2;0:00:01,9;18.01.22 9:04:08,2;0,3149;A AC;0,231636842105263;A AC;18.01.22 9:04:08,5;0,1481;A AC;Unstable;18.01.22 9:04:10,1
639;0,2534;A AC;18.01.22 9:04:10,1;0:00:00,2;18.01.22 9:04:10,1;0,2534;A AC;0,25115;A AC;18.01.22 9:04:10,2;0,2489;A AC;Interval;18.01.22 9:04:10,3
640;0,2425;A AC;18.01.22 9:04:10,3;0:00:00,7;18.01.22 9:04:10,9;0,3501;A AC;0,252942857142857;A AC;18.01.22 9:04:10,7;0,2253;A AC;Unstable;18.01.22 9:04:11,1
641;0,3812;A AC;18.01.22 9:04:11,1;0:00:01,8;18.01.22 9:04:11,8;0,3972;A AC;0,392877777777778;A AC;18.01.22 9:04:11,1;0,3812;A AC;Stable;18.01.22 9:04:12,9
642;0,3094;A AC;18.01.22 9:04:12,9;0:00:02,4;18.01.22 9:04:12,9;0,3094;A AC;0,231395833333333;A AC;18.01.22 9:04:13,2;0,1471;A AC;Unstable;18.01.22 9:04:15,3
643;0,2252;A AC;18.01.22 9:04:15,3;0:00:00,1;18.01.22 9:04:15,3;0,2252;A AC;0,2252;A AC;18.01.22 9:04:15,3;0,2252;A AC;Interval;18.01.22 9:04:15,4
644;0,2282;A AC;18.01.22 9:04:15,4;0:00:00,3;18.01.22 9:04:15,6;0,3337;A AC;0,2651;A AC;18.01.22 9:04:15,4;0,2282;A AC;Unstable;18.01.22 9:04:15,7
645;0,3743;A AC;18.01.22 9:04:15,7;0:00:01,8;18.01.22 9:04:16,9;0,396;A AC;0,391466666666667;A AC;18.01.22 9:04:15,7;0,3743;A AC;Stable;18.01.22 9:04:17,5
646;0,3591;A AC;18.01.22 9:04:17,5;0:00:02,7;18.01.22 9:04:17,5;0,3591;A AC;0,234625925925926;A AC;18.01.22 9:04:17,8;0,1529;A AC;Unstable;18.01.22 9:04:20,2
647;0,2926;A AC;18.01.22 9:04:20,2;0:00:00,1;18.01.22 9:04:20,2;0,2926;A AC;0,2926;A AC;18.01.22 9:04:20,2;0,2926;A AC;Interval;18.01.22 9:04:20,3
648;0,3669;A AC;18.01.22 9:04:20,3;0:00:00,1;18.01.22 9:04:20,3;0,3669;A AC;0,3669;A AC;18.01.22 9:04:20,3;0,3669;A AC;Unstable;18.01.22 9:04:20,4
649;0,3854;A AC;18.01.22 9:04:20,4;0:00:01,9;18.01.22 9:04:21,5;0,3959;A AC;0,392342105263158;A AC;18.01.22 9:04:22,2;0,3751;A AC;Stable;18.01.22 9:04:22,3
650;0,2899;A AC;18.01.22 9:04:22,3;0:00:01,0;18.01.22 9:04:22,3;0,2899;A AC;0,22139;A AC;18.01.22 9:04:22,6;0,1446;A AC;Unstable;18.01.22 9:04:23,3
651;0,2349;A AC;18.01.22 9:04:23,3;0:00:01,2;18.01.22 9:04:24,2;0,256;A AC;0,239566666666667;A AC;18.01.22 9:04:24,0;0,2244;A AC;Stable;18.01.22 9:04:24,5
652;0,2194;A AC;18.01.22 9:04:24,5;0:00:00,6;18.01.22 9:04:25,0;0,3548;A AC;0,247583333333333;A AC;18.01.22 9:04:24,6;0,2121;A AC;Unstable;18.01.22 9:04:25,1
653;0,3737;A AC;18.01.22 9:04:25,1;0:00:00,2;18.01.22 9:04:25,2;0,3864;A AC;0,38005;A AC;18.01.22 9:04:25,1;0,3737;A AC;Interval;18.01.22 9:04:25,3
654;0,3921;A AC;18.01.22 9:04:25,3;0:00:01,8;18.01.22 9:04:26,9;0,395;A AC;0,392272222222222;A AC;18.01.22 9:04:27,0;0,3812;A AC;Stable;18.01.22 9:04:27,1
655;0,2986;A AC;18.01.22 9:04:27,1;0:00:02,8;18.01.22 9:04:29,9;0,3632;A AC;0,237035714285714;A AC;18.01.22 9:04:27,4;0,1462;A AC;Unstable;18.01.22 9:04:30,0
656;0,3845;A AC;18.01.22 9:04:30,0;0:00:00,4;18.01.22 9:04:30,2;0,3936;A AC;0,3899;A AC;18.01.22 9:04:30,0;0,3845;A AC;Interval;18.01.22 9:04:30,4
657;0,3912;A AC;18.01.22 9:04:30,4;0:00:01,5;18.01.22 9:04:31,8;0,3955;A AC;0,39382;A AC;18.01.22 9:04:30,4;0,3912;A AC;Stable;18.01.22 9:04:31,9
658;0,3336;A AC;18.01.22 9:04:31,9;0:00:02,8;18.01.22 9:04:31,9;0,3336;A AC;0,235428571428571;A AC;18.01.22 9:04:32,2;0,1527;A AC;Unstable;18.01.22 9:04:34,7
659;0,3695;A AC;18.01.22 9:04:34,7;0:00:00,7;18.01.22 9:04:35,1;0,3932;A AC;0,387214285714286;A AC;18.01.22 9:04:34,7;0,3695;A AC;Interval;18.01.22 9:04:35,4
660;0,393;A AC;18.01.22 9:04:35,4;0:00:01,3;18.01.22 9:04:36,0;0,3947;A AC;0,391876923076923;A AC;18.01.22 9:04:36,6;0,3787;A AC;Stable;18.01.22 9:04:36,7
661;0,2925;A AC;18.01.22 9:04:36,7;0:00:02,8;18.01.22 9:04:39,4;0,3601;A AC;0,236032142857143;A AC;18.01.22 9:04:37,0;0,1465;A AC;Unstable;18.01.22 9:04:39,5
662;0,3801;A AC;18.01.22 9:04:39,5;0:00:00,8;18.01.22 9:04:40,1;0,3947;A AC;0,3907375;A AC;18.01.22 9:04:39,5;0,3801;A AC;Interval;18.01.22 9:04:40,3
663;0,3913;A AC;18.01.22 9:04:40,3;0:00:01,0;18.01.22 9:04:41,1;0,3962;A AC;0,39389;A AC;18.01.22 9:04:40,4;0,3912;A AC;Stable;18.01.22 9:04:41,3
664;0,3578;A AC;18.01.22 9:04:41,3;0:00:02,9;18.01.22 9:04:41,3;0,3578;A AC;0,2378;A AC;18.01.22 9:04:41,7;0,1494;A AC;Unstable;18.01.22 9:04:44,2
665;0,3742;A AC;18.01.22 9:04:44,2;0:00:01,1;18.01.22 9:04:45,1;0,3947;A AC;0,3905;A AC;18.01.22 9:04:44,2;0,3742;A AC;Interval;18.01.22 9:04:45,3
666;0,3942;A AC;18.01.22 9:04:45,3;0:00:03,6;18.01.22 9:04:45,8;0,3945;A AC;0,272108333333333;A AC;18.01.22 9:04:46,5;0,1498;A AC;Unstable;18.01.22 9:04:49,0
667;0,3731;A AC;18.01.22 9:04:49,0;0:00:01,4;18.01.22 9:04:50,3;0,3951;A AC;0,390964285714286;A AC;18.01.22 9:04:49,0;0,3731;A AC;Interval;18.01.22 9:04:50,4
668;0,3948;A AC;18.01.22 9:04:50,4;0:00:03,3;18.01.22 9:04:50,4;0,3948;A AC;0,260230303030303;A AC;18.01.22 9:04:51,2;0,146;A AC;Unstable;18.01.22 9:04:53,7
669;0,3836;A AC;18.01.22 9:04:53,7;0:00:01,6;18.01.22 9:04:54,8;0,3954;A AC;0,39271875;A AC;18.01.22 9:04:53,7;0,3836;A AC;Interval;18.01.22 9:04:55,3
670;0,3955;A AC;18.01.22 9:04:55,3;0:00:03,1;18.01.22 9:04:55,3;0,3955;A AC;0,253538709677419;A AC;18.01.22 9:04:55,9;0,1505;A AC;Unstable;18.01.22 9:04:58,4
671;0,376;A AC;18.01.22 9:04:58,4;0:00:01,9;18.01.22 9:04:59,9;0,3952;A AC;0,391942105263158;A AC;18.01.22 9:04:58,4;0,376;A AC;Interval;18.01.22 9:05:00,3
672;0,3614;A AC;18.01.22 9:05:00,3;0:00:03,1;18.01.22 9:05:03,4;0,3921;A AC;0,252625806451613;A AC;18.01.22 9:05:00,6;0,1518;A AC;Unstable;18.01.22 9:05:03,5
673;0,3952;A AC;18.01.22 9:05:03,5;0:00:01,8;18.01.22 9:05:03,8;0,3973;A AC;0,394461111111111;A AC;18.01.22 9:05:05,2;0,3904;A AC;Stable;18.01.22 9:05:05,3
674;0,3031;A AC;18.01.22 9:05:05,3;0:00:00,1;18.01.22 9:05:05,3;0,3031;A AC;0,3031;A AC;18.01.22 9:05:05,3;0,3031;A AC;Interval;18.01.22 9:05:05,4
675;0,2206;A AC;18.01.22 9:05:05,4;0:00:02,7;18.01.22 9:05:08,0;0,3536;A AC;0,23332962962963;A AC;18.01.22 9:05:05,6;0,1471;A AC;Unstable;18.01.22 9:05:08,1
676;0,38;A AC;18.01.22 9:05:08,1;0:00:02,0;18.01.22 9:05:09,3;0,3948;A AC;0,391895;A AC;18.01.22 9:05:08,1;0,38;A AC;Stable;18.01.22 9:05:10,1
677;0,338;A AC;18.01.22 9:05:10,1;0:00:00,2;18.01.22 9:05:10,1;0,338;A AC;0,3012;A AC;18.01.22 9:05:10,2;0,2644;A AC;Unstable;18.01.22 9:05:10,3
678;0,1874;A AC;18.01.22 9:05:10,3;0:00:00,1;18.01.22 9:05:10,3;0,1874;A AC;0,1874;A AC;18.01.22 9:05:10,3;0,1874;A AC;Interval;18.01.22 9:05:10,4
679;0,1504;A AC;18.01.22 9:05:10,4;0:00:02,5;18.01.22 9:05:12,8;0,3259;A AC;0,2337;A AC;18.01.22 9:05:10,4;0,1504;A AC;Unstable;18.01.22 9:05:12,9
680;0,3722;A AC;18.01.22 9:05:12,9;0:00:02,1;18.01.22 9:05:14,6;0,396;A AC;0,392438095238095;A AC;18.01.22 9:05:12,9;0,3722;A AC;Stable;18.01.22 9:05:15,0
681;0,3073;A AC;18.01.22 9:05:15,0;0:00:00,2;18.01.22 9:05:15,0;0,3073;A AC;0,2727;A AC;18.01.22 9:05:15,1;0,2381;A AC;Unstable;18.01.22 9:05:15,2
682;0,1736;A AC;18.01.22 9:05:15,2;0:00:00,1;18.01.22 9:05:15,2;0,1736;A AC;0,1736;A AC;18.01.22 9:05:15,2;0,1736;A AC;Interval;18.01.22 9:05:15,3
683;0,1469;A AC;18.01.22 9:05:15,3;0:00:02,5;18.01.22 9:05:17,7;0,3454;A AC;0,235768;A AC;18.01.22 9:05:15,3;0,1469;A AC;Unstable;18.01.22 9:05:17,8
684;0,3733;A AC;18.01.22 9:05:17,8;0:00:02,0;18.01.22 9:05:18,3;0,3953;A AC;0,390755;A AC;18.01.22 9:05:17,8;0,3733;A AC;Stable;18.01.22 9:05:19,9
685;0,3052;A AC;18.01.22 9:05:19,9;0:00:00,4;18.01.22 9:05:19,9;0,3052;A AC;0,209475;A AC;18.01.22 9:05:20,2;0,148;A AC;Unstable;18.01.22 9:05:20,3
686;0,2009;A AC;18.01.22 9:05:20,3;0:00:00,1;18.01.22 9:05:20,3;0,2009;A AC;0,2009;A AC;18.01.22 9:05:20,3;0,2009;A AC;Interval;18.01.22 9:05:20,4
687;0,222;A AC;18.01.22 9:05:20,4;0:00:02,3;18.01.22 9:05:22,6;0,3548;A AC;0,244069565217391;A AC;18.01.22 9:05:21,6;0,2063;A AC;Unstable;18.01.22 9:05:22,7
688;0,3834;A AC;18.01.22 9:05:22,7;0:00:02,0;18.01.22 9:05:23,9;0,4003;A AC;0,393505;A AC;18.01.22 9:05:22,7;0,3834;A AC;Stable;18.01.22 9:05:24,7
689;0,3075;A AC;18.01.22 9:05:24,7;0:00:00,5;18.01.22 9:05:24,7;0,3075;A AC;0,20872;A AC;18.01.22 9:05:25,0;0,1464;A AC;Unstable;18.01.22 9:05:25,2
690;0,2197;A AC;18.01.22 9:05:25,2;0:00:00,2;18.01.22 9:05:25,3;0,2276;A AC;0,22365;A AC;18.01.22 9:05:25,2;0,2197;A AC;Interval;18.01.22 9:05:25,4
691;0,2422;A AC;18.01.22 9:05:25,4;0:00:02,1;18.01.22 9:05:27,4;0,3369;A AC;0,241304761904762;A AC;18.01.22 9:05:26,4;0,2034;A AC;Unstable;18.01.22 9:05:27,5
692;0,3687;A AC;18.01.22 9:05:27,5;0:00:01,9;18.01.22 9:05:28,5;0,3944;A AC;0,390378947368421;A AC;18.01.22 9:05:27,5;0,3687;A AC;Stable;18.01.22 9:05:29,4
693;0,336;A AC;18.01.22 9:05:29,4;0:00:00,8;18.01.22 9:05:29,4;0,336;A AC;0,22015;A AC;18.01.22 9:05:29,7;0,1486;A AC;Unstable;18.01.22 9:05:30,2
694;0,2576;A AC;18.01.22 9:05:30,2;0:00:00,1;18.01.22 9:05:30,2;0,2576;A AC;0,2576;A AC;18.01.22 9:05:30,2;0,2576;A AC;Interval;18.01.22 9:05:30,3
695;0,2573;A AC;18.01.22 9:05:30,3;0:00:02,0;18.01.22 9:05:32,2;0,3679;A AC;0,245925;A AC;18.01.22 9:05:31,1;0,2062;A AC;Unstable;18.01.22 9:05:32,3
696;0,386;A AC;18.01.22 9:05:32,3;0:00:02,1;18.01.22 9:05:33,4;0,3956;A AC;0,392519047619048;A AC;18.01.22 9:05:32,4;0,3839;A AC;Stable;18.01.22 9:05:34,4
697;0,3055;A AC;18.01.22 9:05:34,4;0:00:00,8;18.01.22 9:05:34,4;0,3055;A AC;0,21525;A AC;18.01.22 9:05:34,7;0,1458;A AC;Unstable;18.01.22 9:05:35,2
698;0,2607;A AC;18.01.22 9:05:35,2;0:00:00,1;18.01.22 9:05:35,2;0,2607;A AC;0,2607;A AC;18.01.22 9:05:35,2;0,2607;A AC;Interval;18.01.22 9:05:35,3
699;0,2545;A AC;18.01.22 9:05:35,3;0:00:02,2;18.01.22 9:05:35,3;0,2545;A AC;0,233218181818182;A AC;18.01.22 9:05:36,1;0,2053;A AC;Unstable;18.01.22 9:05:37,6
700;0,21;A AC;18.01.22 9:05:37,6;0:00:02,5;18.01.22 9:05:38,2;0,2189;A AC;0,208604;A AC;18.01.22 9:05:40,0;0,1966;A AC;Stable;18.01.22 9:05:40,1
701;0,1518;A AC;18.01.22 9:05:40,1;0:00:00,2;18.01.22 9:05:40,1;0,1518;A AC;0,14335;A AC;18.01.22 9:05:40,2;0,1349;A AC;Unstable;18.01.22 9:05:40,3
702;0,1775;A AC;18.01.22 9:05:40,3;0:00:00,1;18.01.22 9:05:40,3;0,1775;A AC;0,1775;A AC;18.01.22 9:05:40,3;0,1775;A AC;Interval;18.01.22 9:05:40,4
703;0,2158;A AC;18.01.22 9:05:40,4;0:00:02,1;18.01.22 9:05:40,7;0,262;A AC;0,237209523809524;A AC;18.01.22 9:05:41,6;0,2043;A AC;Unstable;18.01.22 9:05:42,5
704;0,2548;A AC;18.01.22 9:05:42,5;0:00:02,1;18.01.22 9:05:43,1;0,2757;A AC;0,265947619047619;A AC;18.01.22 9:05:42,5;0,2548;A AC;Stable;18.01.22 9:05:44,6
705;0,2391;A AC;18.01.22 9:05:44,6;0:00:00,4;18.01.22 9:05:44,6;0,2391;A AC;0,1765;A AC;18.01.22 9:05:44,8;0,1429;A AC;Unstable;18.01.22 9:05:45,0
706;0,2078;A AC;18.01.22 9:05:45,0;0:00:00,3;18.01.22 9:05:45,2;0,2273;A AC;0,219733333333333;A AC;18.01.22 9:05:45,0;0,2078;A AC;Interval;18.01.22 9:05:45,3
707;0,2558;A AC;18.01.22 9:05:45,3;0:00:04,6;18.01.22 9:05:48,5;0,3444;A AC;0,263497826086957;A AC;18.01.22 9:05:49,1;0,1407;A AC;Unstable;18.01.22 9:05:49,9
708;0,2345;A AC;18.01.22 9:05:49,9;0:00:00,4;18.01.22 9:05:50,0;0,2482;A AC;0,2394;A AC;18.01.22 9:05:50,1;0,2323;A AC;Interval;18.01.22 9:05:50,3
709;0,2307;A AC;18.01.22 9:05:50,3;0:00:01,3;18.01.22 9:05:51,5;0,3307;A AC;0,239638461538462;A AC;18.01.22 9:05:50,5;0,2055;A AC;Unstable;18.01.22 9:05:51,6
710;0,3617;A AC;18.01.22 9:05:51,6;0:00:01,0;18.01.22 9:05:51,7;0,3697;A AC;0,36394;A AC;18.01.22 9:05:52,5;0,3549;A AC;Stable;18.01.22 9:05:52,6
711;0,3256;A AC;18.01.22 9:05:52,6;0:00:02,3;18.01.22 9:05:52,8;0,3398;A AC;0,242191304347826;A AC;18.01.22 9:05:53,4;0,1421;A AC;Unstable;18.01.22 9:05:55,0
712;0,246;A AC;18.01.22 9:05:55,0;0:00:00,4;18.01.22 9:05:55,1;0,2526;A AC;0,245175;A AC;18.01.22 9:05:55,3;0,2361;A AC;Interval;18.01.22 9:05:55,4
713;0,2354;A AC;18.01.22 9:05:55,4;0:00:00,8;18.01.22 9:05:56,1;0,3895;A AC;0,29515;A AC;18.01.22 9:05:55,6;0,2241;A AC;Unstable;18.01.22 9:05:56,2
714;0,3924;A AC;18.01.22 9:05:56,2;0:00:01,1;18.01.22 9:05:57,1;0,3939;A AC;0,392581818181818;A AC;18.01.22 9:05:57,2;0,3901;A AC;Stable;18.01.22 9:05:57,3
715;0,3334;A AC;18.01.22 9:05:57,3;0:00:02,9;18.01.22 9:05:57,3;0,3334;A AC;0,235372413793103;A AC;18.01.22 9:05:57,7;0,1415;A AC;Unstable;18.01.22 9:06:00,2
716;0,3761;A AC;18.01.22 9:06:00,2;0:00:00,2;18.01.22 9:06:00,3;0,3866;A AC;0,38135;A AC;18.01.22 9:06:00,2;0,3761;A AC;Interval;18.01.22 9:06:00,4
717;0,3915;A AC;18.01.22 9:06:00,4;0:00:01,3;18.01.22 9:06:01,5;0,3945;A AC;0,392369230769231;A AC;18.01.22 9:06:01,6;0,3789;A AC;Stable;18.01.22 9:06:01,7
718;0,3226;A AC;18.01.22 9:06:01,7;0:00:02,9;18.01.22 9:06:04,5;0,3633;A AC;0,238058620689655;A AC;18.01.22 9:06:02,1;0,1443;A AC;Unstable;18.01.22 9:06:04,6
719;0,3842;A AC;18.01.22 9:06:04,6;0:00:00,7;18.01.22 9:06:04,9;0,3936;A AC;0,3908;A AC;18.01.22 9:06:04,6;0,3842;A AC;Interval;18.01.22 9:06:05,3
720;0,3939;A AC;18.01.22 9:06:05,3;0:00:03,6;18.01.22 9:06:05,7;0,3944;A AC;0,265713888888889;A AC;18.01.22 9:06:06,4;0,1413;A AC;Unstable;18.01.22 9:06:08,9
721;0,3729;A AC;18.01.22 9:06:08,9;0:00:01,4;18.01.22 9:06:10,1;0,3952;A AC;0,390192857142857;A AC;18.01.22 9:06:08,9;0,3729;A AC;Interval;18.01.22 9:06:10,3
722;0,3648;A AC;18.01.22 9:06:10,3;0:00:03,0;18.01.22 9:06:10,3;0,3648;A AC;0,241813333333333;A AC;18.01.22 9:06:10,9;0,1426;A AC;Unstable;18.01.22 9:06:13,4
723;0,3774;A AC;18.01.22 9:06:13,4;0:00:01,6;18.01.22 9:06:14,5;0,3956;A AC;0,3919125;A AC;18.01.22 9:06:13,4;0,3774;A AC;Stable;18.01.22 9:06:15,0
724;0,3391;A AC;18.01.22 9:06:15,0;0:00:00,3;18.01.22 9:06:15,0;0,3391;A AC;0,269;A AC;18.01.22 9:06:15,2;0,1938;A AC;Unstable;18.01.22 9:06:15,3
725;0,1522;A AC;18.01.22 9:06:15,3;0:00:00,1;18.01.22 9:06:15,3;0,1522;A AC;0,1522;A AC;18.01.22 9:06:15,3;0,1522;A AC;Interval;18.01.22 9:06:15,4
726;0,1491;A AC;18.01.22 9:06:15,4;0:00:02,5;18.01.22 9:06:17,8;0,3632;A AC;0,238048;A AC;18.01.22 9:06:15,4;0,1491;A AC;Unstable;18.01.22 9:06:17,9
727;0,3842;A AC;18.01.22 9:06:17,9;0:00:01,6;18.01.22 9:06:18,9;0,3947;A AC;0,3920875;A AC;18.01.22 9:06:17,9;0,3842;A AC;Stable;18.01.22 9:06:19,5
728;0,2999;A AC;18.01.22 9:06:19,5;0:00:00,5;18.01.22 9:06:19,5;0,2999;A AC;0,2083;A AC;18.01.22 9:06:19,8;0,1466;A AC;Unstable;18.01.22 9:06:20,0
729;0,2145;A AC;18.01.22 9:06:20,0;0:00:00,3;18.01.22 9:06:20,2;0,2335;A AC;0,225066666666667;A AC;18.01.22 9:06:20,0;0,2145;A AC;Interval;18.01.22 9:06:20,3
730;0,2581;A AC;18.01.22 9:06:20,3;0:00:02,0;18.01.22 9:06:22,2;0,3234;A AC;0,240905;A AC;18.01.22 9:06:21,3;0,2145;A AC;Unstable;18.01.22 9:06:22,3
731;0,3736;A AC;18.01.22 9:06:22,3;0:00:01,7;18.01.22 9:06:23,7;0,3939;A AC;0,390494117647059;A AC;18.01.22 9:06:22,3;0,3736;A AC;Stable;18.01.22 9:06:24,0
732;0,3371;A AC;18.01.22 9:06:24,0;0:00:01,1;18.01.22 9:06:24,0;0,3371;A AC;0,2295;A AC;18.01.22 9:06:24,4;0,1478;A AC;Unstable;18.01.22 9:06:25,1
733;0,2335;A AC;18.01.22 9:06:25,1;0:00:00,2;18.01.22 9:06:25,2;0,2453;A AC;0,2394;A AC;18.01.22 9:06:25,1;0,2335;A AC;Interval;18.01.22 9:06:25,3
